ano,almacenamiento,marca,pantalla_in,pantalla_tipo,velocidad_cpu_ghz,ram,grosor,peso,ancho_px,alto_px,bateria,promedio_valoraciones,precio_anterior,precio_actual
2024.0,128.0,vivo,6.68,lcd,14.4,4.0,0.8,390.0,1080.0,2400.0,6000.0,23.72093023255814,189.99,139.0
2024.0,128.0,ulefone,6.52,amoled,14.4,4.0,0.87,184.0,1080.0,2400.0,4400.0,52.0,199.99,139.99
2024.0,256.0,xiaomi,6.74,amoled,16.4,8.0,2.57,254.42,1080.0,1920.0,5160.0,20.0,159.0,129.9
2024.0,256.0,motorola,6.6,lcd,16.4,6.0,2.57,254.42,2400.0,1080.0,5000.0,0.9523809523809524,129.0,129.0
2024.0,256.0,doogee,6.56,lcd,14.1,16.0,0.86,186.0,1080.0,2400.0,5149.0,11.86046511627907,149.99,149.99
2024.0,128.0,xiaomi,6.5,lcd,15.5,4.0,0.78,500.0,1080.0,2400.0,5000.0,42.55813953488372,199.99,128.28
2024.0,256.0,blackview,6.56,amoled,34.5,16.0,2.57,254.42,1600.0,720.0,18.0,64.14634146341464,199.99,84.99
2024.0,256.0,xiaomi,6.79,lcd,0.0,8.0,2.57,254.42,1280.0,720.0,33.0,70.46511627906978,199.0,138.0
2024.0,128.0,tcl,6.56,lcd,14.3,8.0,0.83,190.0,1080.0,2400.0,5000.0,2.8260869565217392,179.99,141.01
2024.0,256.0,samsung,6.56,lcd,12.3,8.0,2.57,254.42,1080.0,2400.0,5000.0,2.7906976744186047,159.0,155.0
2024.0,256.0,xiaomi,6.88,amoled,16.3,4.0,2.57,254.42,1080.0,2400.0,5000.0,5.319148936170213,199.99,118.99
2024.0,256.0,motorola,6.55,amoled,0.0,12.0,2.57,254.42,2640.0,1080.0,5000.0,1.1904761904761905,399.0,230.0
2024.0,128.0,xiaomi,6.79,lcd,0.0,6.0,3.7,380.0,2220.0,1080.0,33.0,32.55813953488372,199.99,149.99
2024.0,256.0,doogee,6.56,lcd,14.1,16.0,1.07,240.0,1080.0,2280.0,5150.0,5.227272727272727,209.99,149.99
2024.0,128.0,motorola,6.5,lcd,14.3,4.0,2.57,254.42,1600.0,900.0,5000.0,0.9523809523809524,140.26,140.26
2024.0,128.0,samsung,6.7,amoled,14.3,4.0,0.79,200.0,1080.0,2400.0,4200.0,22.27272727272727,170.0,147.17
2024.0,128.0,tcl,6.56,lcd,15.1,8.0,0.83,190.0,1080.0,2400.0,5000.0,1.6666666666666663,179.99,144.99
2024.0,64.0,oukitel,6.6,lcd,21.8,8.0,2.57,254.42,720.0,1600.0,4300.0,31.818181818181817,199.99,99.99
2024.0,128.0,xiaomi,6.88,lcd,8.0,8.0,2.57,254.42,1640.0,720.0,5160.0,4.468085106382978,155.0,139.99
2024.0,256.0,xiaomi,6.74,amoled,15.8,8.0,2.57,254.42,1080.0,2400.0,4999.0,337.7272727272727,147.52,131.99
2024.0,128.0,xiaomi,6.88,lcd,120.0,4.0,0.82,204.0,1080.0,2400.0,5000.0,57.49999999999999,121.96,95.29
2024.0,256.0,xiaomi,6.56,lcd,19.4,8.0,0.82,200.0,720.0,1640.0,18.0,26.22222222222222,120.0,105.91
2024.0,64.0,doogee,5.5,lcd,17.9,8.0,1.62,390.0,720.0,1440.0,6300.0,5.0,149.99,109.98
2024.0,128.0,oppo,6.67,lcd,16.4,4.0,2.57,254.42,1080.0,2400.0,5100.0,0.6521739130434783,149.0,129.99
2024.0,128.0,samsung,6.7,lcd,15.7,4.0,0.88,195.0,1920.0,1080.0,5000.0,38.63636363636363,135.0,135.0
2024.0,256.0,oppo,6.67,lcd,19.2,8.0,2.57,254.42,1604.0,720.0,5000.0,0.9523809523809524,199.0,155.0
2024.0,128.0,xiaomi,6.88,lcd,35.0,4.0,2.57,254.42,1600.0,720.0,5000.0,11.363636363636363,105.94,86.68
2024.0,256.0,oukitel,6.52,amoled,14.2,15.0,2.57,254.42,1920.0,1080.0,10600.0,50.76923076923077,199.99,148.99
2024.0,64.0,oukitel,6.52,lcd,14.4,8.0,2.57,254.42,1080.0,1920.0,10600.0,1.1428571428571428,329.99,139.99
2024.0,128.0,doogee,6.56,lcd,32.3,20.0,2.57,254.42,1080.0,2400.0,4200.0,5.161290322580645,199.99,89.99
2024.0,64.0,dauz,6.56,lcd,34.5,4.0,2.57,254.42,1080.0,2400.0,5000.0,3.902439024390244,87.52,87.52
2024.0,256.0,zte,6.56,lcd,19.5,6.0,2.57,254.42,1280.0,720.0,5000.0,1.2195121951219514,7.22,104.78
2024.0,256.0,xiaomi,6.56,lcd,19.4,8.0,0.82,200.0,720.0,1640.0,18.0,26.22222222222222,120.0,105.89
2024.0,128.0,oukitel,6.52,lcd,12.3,16.0,1.91,393.0,720.0,1600.0,10500.0,86.59090909090908,189.99,156.99
2024.0,128.0,motorola,6.5,lcd,16.3,8.0,0.8,175.0,1080.0,2400.0,5000.0,125.23809523809524,5.29,119.9
2024.0,128.0,spc,6.5,lcd,25.1,4.0,0.92,202.0,720.0,1600.0,4500.0,3.125,114.9,96.05
2024.0,64.0,fossibot,6.75,lcd,0.0,12.0,2.57,254.42,1080.0,2340.0,10300.0,11.463414634146345,159.99,139.99
2024.0,256.0,xiaomi,6.67,oled,120.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,3.4375,349.0,214.15
2024.0,128.0,umidigi,6.75,lcd,15.5,6.0,0.79,390.0,720.0,1600.0,5000.0,94.25,149.99,127.49
2024.0,64.0,samsung,6.6,lcd,13.8,4.0,0.84,192.0,1080.0,2400.0,5000.0,1169.5454545454545,11.0,152.0
2024.0,128.0,sorandy,5.5,lcd,13.6,1.0,2.57,254.42,1080.0,2400.0,2200.0,6.8181818181818175,152.69,152.69
2024.0,128.0,honor,6.56,lcd,16.3,4.0,2.57,254.42,1080.0,2340.0,3600.0,3.142857142857143,199.99,119.0
2024.0,128.0,xiaomi,6.43,amoled,16.4,6.0,6.0,40.0,1080.0,2400.0,5000.0,62.04545454545454,136.0,129.0
2024.0,256.0,cubot,6.5,lcd,16.3,12.0,2.57,254.42,1440.0,720.0,5200.0,1.2195121951219514,199.99,119.95
2024.0,64.0,motorola,6.5,lcd,21.8,2.0,28.0,179.0,1600.0,720.0,5000.0,102.25,119.0,99.99
2024.0,64.0,dauz,6.6,lcd,34.5,4.0,2.57,254.42,1080.0,2400.0,5000.0,3.902439024390244,87.49,87.49
2024.0,256.0,xiaomi,6.88,lcd,15.7,8.0,2.57,254.42,1080.0,2400.0,5160.0,458.0851063829787,156.0,136.0
2024.0,256.0,zte,6.56,lcd,17.5,6.0,5.5,550.0,1280.0,720.0,5000.0,0.6,1299.0,111.86
2024.0,128.0,honor,6.56,lcd,22.1,4.0,2.57,254.42,3840.0,2160.0,4500.0,4.186046511627907,199.99,99.9
2024.0,128.0,xiaomi,6.67,amoled,12.3,6.0,2.57,254.42,1080.0,2400.0,5500.0,0.9523809523809524,154.67,154.67
2024.0,128.0,dpofirs,6.7,lcd,12.8,8.0,2.57,254.42,1080.0,2400.0,4000.0,0.9523809523809524,153.55,153.55
2024.0,64.0,doogee,5.5,lcd,17.9,8.0,1.62,390.0,720.0,1440.0,42.0,5.0,149.99,109.98
2024.0,128.0,motorola,6.56,lcd,33.2,8.0,0.8,181.0,720.0,1600.0,5000.0,31.395348837209305,129.0,89.0
2024.0,128.0,doogee,6.56,lcd,17.9,8.0,0.86,200.0,720.0,1612.0,5150.0,7.209302325581396,569.99,109.99
2024.0,128.0,realme,6.67,lcd,18.0,6.0,0.76,350.0,1600.0,720.0,5000.0,1.1111111111111112,119.99,109.0
2024.0,128.0,xiaomi,6.88,lcd,16.4,6.0,2.57,254.42,1080.0,2400.0,5160.0,60.238095238095234,149.9,129.99
2024.0,128.0,zte,6.56,lcd,33.2,4.0,5.0,482.0,1080.0,2400.0,5000.0,4.634146341463415,199.99,89.0
2024.0,256.0,xiaomi,6.74,amoled,15.5,8.0,2.57,254.42,1080.0,2280.0,5160.0,20.0,139.0,127.9
2024.0,64.0,doact,6.6,lcd,34.5,4.0,2.57,254.42,1080.0,2400.0,5000.0,3.902439024390244,85.28,85.28
2024.0,128.0,doogee,6.56,lcd,32.3,9.0,2.57,254.42,720.0,1612.0,5150.0,16.511627906976745,199.99,89.99
2024.0,128.0,xiaomi,6.88,lcd,120.0,4.0,2.57,254.42,2340.0,1080.0,5160.0,16.136363636363637,139.0,106.99
2024.0,128.0,realme,6.56,lcd,15.7,8.0,2.57,254.42,1080.0,2400.0,5000.0,36.75,499.99,134.81
2024.0,128.0,doogee,6.56,lcd,17.9,8.0,2.57,254.42,1600.0,720.0,5150.0,24.25,149.99,109.99
2024.0,256.0,xiaomi,6.74,amoled,16.4,8.0,2.57,254.42,1080.0,2400.0,5160.0,20.0,140.01,129.9
2024.0,128.0,xiaomi,6.88,lcd,18.0,6.0,2.57,254.42,1080.0,2400.0,5000.0,1.3333333333333333,131.96,108.85
2024.0,256.0,doogee,6.56,lcd,16.3,6.0,0.86,186.0,720.0,1612.0,5150.0,8.666666666666666,329.99,119.99
2024.0,128.0,honor,6.56,lcd,22.1,4.0,2.57,254.42,1920.0,1080.0,5000.0,1.702127659574468,199.99,99.9
2024.0,256.0,tcl,6.7,lcd,17.9,10.0,0.83,190.0,1080.0,2400.0,5010.0,13.947368421052632,149.99,109.99
2024.0,256.0,thuraya,6.1,lcd,2.7,32.0,2.57,254.42,1080.0,2400.0,5000.0,182.72727272727272,499.99,1335.0
2024.0,128.0,oukitel,6.52,lcd,1.6,127.0,0.9,460.0,1080.0,1920.0,4300.0,66.59090909090908,99.99,79.99
2024.0,128.0,shieldon,6.3,lcd,0.5,32.0,1.7,85.0,1080.0,2400.0,800.0,6.511627906976744,37.99,37.99
2024.0,128.0,oukitel,6.52,lcd,1.6,127.0,0.9,460.0,1520.0,720.0,4300.0,66.59090909090908,99.99,79.99
2024.0,256.0,doogee,6.72,amoled,2.6,32.0,2.57,254.42,2400.0,1080.0,5000.0,2.619047619047619,379.99,299.99
2024.0,256.0,doogee,6.72,lcd,3.4,32.0,2.57,254.42,2400.0,1080.0,10100.0,40.46511627906977,379.99,299.99
2024.0,128.0,shieldon,6.1,lcd,0.5,32.0,1.7,80.0,1080.0,2400.0,800.0,6.511627906976744,37.99,37.99
2024.0,64.0,apple,6.1,lcd,3.0,12.0,6.3,188.0,1080.0,2400.0,3.0,474.72222222222223,1299.0,205.99
2024.0,128.0,xiaomi,6.67,lcd,2.2,6.0,9.0,215.0,3840.0,2160.0,4820.0,1627.4999999999998,329.0,240.17
2024.0,128.0,samsung,6.6,lcd,2.7,4.0,10.0,192.0,1080.0,2400.0,5000.0,1169.5454545454545,72.29,72.29
2024.0,256.0,asus,5.9,amoled,3.2,8.0,28.0,172.0,2400.0,1080.0,4300.0,48.44444444444444,699.99,599.0
2024.0,256.0,xiaomi,6.67,oled,3.1,8.0,8.2,600.0,1080.0,2400.0,5000.0,1.5,247.59,237.78
2024.0,256.0,realme,6.72,lcd,2.9,8.0,7.0,180.0,1080.0,2400.0,5000.0,58.33333333333333,192.37,192.37
2024.0,128.0,honor,6.57,amoled,2.4,6.0,7.78,175.0,1080.0,2400.0,4300.0,64.65116279069768,339.0,339.0
2024.0,256.0,motorola,6.67,amoled,3.1,8.0,11.42,340.0,1080.0,2160.0,5000.0,20.97560975609756,249.0,249.0
2024.0,256.0,honor,6.7,lcd,2.2,8.0,28.0,179.0,1080.0,2388.0,4500.0,114.04761904761904,299.0,199.4
2024.0,256.0,motorola,6.5,lcd,2.4,8.0,28.0,181.0,1080.0,2400.0,5000.0,189.53488372093025,499.99,194.99
2024.0,256.0,doogee,6.56,lcd,3.1,20.0,6.0,269.0,1080.0,2400.0,15500.0,3.1818181818181817,289.99,229.99
2024.0,128.0,samsung,6.4,superamoled,2.8,8.0,12.0,310.0,1080.0,2400.0,4500.0,23.55555555555556,349.99,349.99
2024.0,128.0,xiaomi,6.67,amoled,2.4,6.0,28.0,500.0,1080.0,2400.0,5000.0,379.58333333333337,256.23,245.0
2024.0,256.0,honor,6.57,amoled,2.4,6.0,7.78,175.0,1080.0,2400.0,4300.0,38.40909090909091,599.0,599.0
2024.0,128.0,honor,6.7,amoled,3.1,6.0,28.0,179.0,1080.0,2400.0,4500.0,37.11111111111112,268.99,268.99
2024.0,256.0,honor,6.7,amoled,2.5,12.0,28.0,183.0,1080.0,2400.0,5000.0,74.87804878048782,199.99,374.78
2024.0,256.0,xiaomi,6.67,amoled,2.4,8.0,6.0,540.0,1080.0,2400.0,5000.0,770.4444444444445,199.99,149.99
2024.0,128.0,tcl,6.0,lcd,2.0,2.0,28.0,182.0,1080.0,2400.0,3000.0,19.512195121951223,149.99,127.49
2024.0,128.0,xiaomi,6.74,lcd,2.2,8.0,14.0,190.0,1600.0,720.0,5000.0,65.34883720930233,127.0,118.9
2024.0,256.0,xiaomi,6.67,amoled,3.4,8.0,6.0,520.0,2712.0,1220.0,5000.0,2.5,297.0,297.0
2024.0,256.0,huawei,6.15,lcd,2.2,6.0,0.74,660.0,1080.0,2400.0,3340.0,1278.4444444444443,199.99,199.0
2024.0,128.0,blackview,6.58,amoled,2.2,8.0,1.77,367.0,1920.0,1080.0,8380.0,17.941176470588236,499.99,424.99
2024.0,256.0,fossibot,6.58,lcd,2.0,7.0,2.0,470.0,720.0,1440.0,10600.0,33.333333333333336,199.99,109.99
2024.0,64.0,realme,6.74,lcd,1.8,3.0,0.76,360.0,1080.0,2400.0,5000.0,8.974358974358974,82.99,79.99
2024.0,256.0,vivo,6.68,lcd,3.0,8.0,0.8,380.0,1080.0,2400.0,6000.0,23.72093023255814,199.99,169.0
2024.0,256.0,realme,6.72,lcd,2.8,8.0,0.79,350.0,1080.0,2400.0,6000.0,1.1111111111111112,329.99,178.0
2024.0,64.0,oukitel,6.52,lcd,2.3,7.0,1.0,350.0,1760.0,1060.0,10600.0,37.567567567567565,149.99,139.99
2024.0,128.0,xiaomi,6.79,lcd,2.0,4.0,0.82,30.0,2460.0,1080.0,5000.0,320.0,499.99,152.89
2024.0,128.0,xiaomi,6.79,lcd,2.0,4.0,0.82,400.0,1080.0,2400.0,5000.0,20.243902439024392,101.93,101.93
2024.0,256.0,oukitel,6.6,lcd,2.0,24.0,1.49,360.0,1920.0,1080.0,11000.0,90.88888888888889,199.99,325.99
2024.0,256.0,xiaomi,6.67,amoled,2.4,12.0,1.0,500.0,2712.0,1220.0,5000.0,70.22727272727272,329.3,260.0
2024.0,128.0,motorola,6.6,lcd,2.0,6.0,0.8,370.0,2400.0,1080.0,5000.0,3.414634146341464,199.99,229.0
2024.0,256.0,oppo,6.7,amoled,2.4,8.0,0.77,500.0,2400.0,1080.0,5000.0,17.619047619047617,1579.0,1579.0
2024.0,256.0,realme,6.78,amoled,3.2,12.0,0.86,500.0,1080.0,2400.0,5000.0,0.6666666666666666,488.79,488.79
2024.0,256.0,oukitel,6.52,lcd,2.0,12.0,1.71,680.0,720.0,1600.0,10600.0,15.121951219512196,199.99,169.99
2024.0,256.0,realme,6.4,lcd,2.0,8.0,4.0,370.0,1600.0,720.0,5000.0,36.75,199.99,129.97
2024.0,256.0,orico,6.67,amoled,3.1,8.0,1.1,53.0,1080.0,2400.0,5000.0,37.44186046511628,129.99,229.99
2024.0,128.0,oukitel,6.52,lcd,1.6,16.0,1.74,370.0,1280.0,576.0,10600.0,72.14285714285714,199.99,159.99
2024.0,128.0,umidigi,6.53,lcd,2.0,6.0,1.29,510.0,1080.0,1920.0,6000.0,57.36842105263158,169.99,149.99
2024.0,128.0,doogee,5.5,lcd,1.6,8.0,1.62,470.0,1440.0,720.0,5000.0,5.428571428571429,199.99,119.99
2024.0,128.0,blackview,6.56,lcd,2.3,18.0,0.82,438.0,1080.0,2400.0,18.0,55.238095238095234,169.99,149.99
2024.0,256.0,oppo,6.7,amoled,2.0,8.0,0.77,25.0,1080.0,2400.0,5000.0,17.619047619047617,199.99,195.07
2024.0,64.0,realme,6.74,lcd,1.8,3.0,4.0,370.0,720.0,1600.0,5000.0,108.33333333333331,149.99,111.56
2024.0,256.0,oukitel,6.6,lcd,2.2,24.0,1.49,360.0,1080.0,2220.0,11000.0,90.88888888888889,325.99,309.99
2024.0,128.0,oukitel,6.52,lcd,1.6,4.0,0.9,450.0,1600.0,720.0,4300.0,66.59090909090908,99.99,79.99
2024.0,256.0,xiaomi,6.67,amoled,2.2,8.0,0.79,500.0,2400.0,1080.0,5000.0,106.9047619047619,199.99,199.99
2024.0,256.0,doogee,6.58,lcd,1.6,8.0,1.1,450.0,1080.0,2340.0,5150.0,21.16279069767442,199.99,239.99
2024.0,256.0,xiaomi,6.67,amoled,2.2,8.0,0.79,500.0,1080.0,2400.0,5000.0,54.99999999999999,199.99,189.0
2024.0,128.0,realme,6.72,lcd,2.8,6.0,0.76,500.0,1080.0,2400.0,5000.0,121.59090909090908,199.99,119.42
2024.0,256.0,doogee,6.58,amoled,2.8,8.0,1.79,630.0,1920.0,1080.0,10800.0,11.555555555555555,189.99,179.99
2024.0,128.0,ulefone,6.56,lcd,4.3,6.0,0.87,490.0,1280.0,720.0,5000.0,22.75,89.99,79.99
2024.0,128.0,motorola,6.6,lcd,2.0,8.0,0.8,380.0,2400.0,1080.0,5000.0,3.414634146341464,199.99,126.99
2024.0,256.0,blackview,6.7,amoled,2.2,8.0,2.28,516.0,1080.0,2388.0,15080.0,5.0,329.99,280.49
2024.0,256.0,xiaomi,6.67,amoled,3.0,8.0,0.85,530.0,2400.0,1080.0,5000.0,127.60869565217392,18.81,279.99
2024.0,64.0,realme,6.74,lcd,1.8,3.0,0.76,360.0,1080.0,2400.0,5000.0,8.974358974358974,86.99,79.99
2024.0,256.0,doogee,6.56,lcd,2.8,2.0,1.1,450.0,1080.0,2400.0,5150.0,21.16279069767442,239.99,169.99
2024.0,256.0,oukitel,6.7,hd+,1.6,24.0,0.87,440.0,720.0,1604.0,5150.0,28.695652173913047,329.99,129.99
2024.0,256.0,oppo,6.7,amoled,2.4,8.0,0.77,25.0,1080.0,2400.0,5000.0,24.35897435897436,199.99,149.99
2024.0,128.0,realme,6.72,lcd,2.4,6.0,0.76,500.0,1080.0,2400.0,5000.0,121.59090909090908,549.0,121.08
2024.0,256.0,oppo,6.7,amoled,2.4,8.0,0.77,370.0,1080.0,2400.0,5000.0,24.35897435897436,269.0,199.0
2024.0,256.0,meizu,6.78,lcd,2.2,8.0,0.83,500.0,1920.0,1080.0,5000.0,0.851063829787234,146.99,145.9
2024.0,256.0,realme,6.78,amoled,2.9,8.0,0.87,500.0,2772.0,1284.0,5000.0,0.8,329.99,399.0
2024.0,256.0,doogee,6.58,lcd,2.8,8.0,1.79,630.0,1920.0,1080.0,10800.0,11.555555555555555,249.99,179.99
2024.0,128.0,motorola,6.56,lcd,2.3,8.0,0.8,500.0,1600.0,2560.0,5000.0,7.619047619047619,159.99,93.0
2024.0,256.0,oppo,6.7,amoled,2.4,8.0,0.77,530.0,1080.0,2400.0,5000.0,17.619047619047617,549.0,195.0
2024.0,256.0,oppo,6.7,oled,2.4,8.0,0.75,434.0,1080.0,2400.0,5.0,5.348837209302326,199.99,245.99
2024.0,256.0,doogee,6.58,lcd,1.6,16.0,1.79,420.0,1080.0,2400.0,10800.0,4.0,146.99,189.99
2024.0,256.0,oukitel,6.6,lcd,2.5,24.0,2.72,970.0,1920.0,1080.0,22000.0,24.444444444444443,199.99,399.99
2024.0,128.0,oukitel,6.52,lcd,1.6,16.0,1.74,370.0,1080.0,2400.0,10600.0,72.14285714285714,199.99,159.99
2024.0,128.0,cubot,6.58,1920 x 1080 pixels,2.0,16.0,0.97,490.0,1080.0,2400.0,5000.0,86.25,139.99,129.99
2024.0,128.0,xiaomi,6.79,lcd,2.0,6.0,3.7,370.0,1920.0,1080.0,33.0,8.095238095238095,125.78,121.0
2024.0,128.0,umidigi,6.75,lcd,2.0,6.0,0.79,390.0,1080.0,2400.0,5000.0,94.25,149.99,127.49
2024.0,128.0,samsung,6.1,amoled,3.2,6.0,0.8,157.0,3040.0,1440.0,3400.0,74.75,449.9,279.99
2024.0,256.0,samsung,6.3,amoled,2.8,12.0,0.79,198.0,2560.0,1440.0,5000.0,345.12820512820514,549.0,449.99
2024.0,128.0,vivo,6.56,lcd,2.4,4.0,0.84,185.0,1612.0,720.0,5000.0,1.4285714285714286,499.99,143.04
2024.0,128.0,xiaomi,6.56,lcd,2.0,2.0,0.9,194.0,720.0,1600.0,3600.0,1437.8947368421054,99.99,79.99
2024.0,128.0,xiaomi,6.53,lcd,2.0,2.0,0.9,194.0,1600.0,720.0,3600.0,748.0,119.99,85.89
2024.0,128.0,samsung,6.5,amoled,2.8,6.0,0.84,193.0,2400.0,1080.0,4500.0,376.9047619047618,759.0,298.99
2024.0,128.0,doogee,6.22,led,2.0,8.0,1.55,310.0,720.0,1520.0,5000.0,64.5,269.99,269.99
2024.0,256.0,apple,6.1,oled,2.4,8.0,2.82,300.0,2532.0,1170.0,4.0,3198.285714285714,317.99,317.99
2024.0,128.0,samsung,6.2,amoled,2.8,8.0,2.0,301.0,2340.0,1080.0,4000.0,206.66666666666663,369.99,349.0
2024.0,256.0,samsung,6.7,lcd,2.6,12.0,2.57,254.42,1920.0,1080.0,5000.0,167.5,499.99,1459.0
2024.0,256.0,oukitel,6.7,lcd,1.6,24.0,2.57,254.42,720.0,1604.0,5000.0,0.9523809523809524,129.99,129.99
2024.0,128.0,xiaomi,6.56,lcd,1.0,4.0,2.57,254.42,1920.0,1080.0,5000.0,19.0,87.89,82.0
2024.0,256.0,tcl,6.8,lcd,3.0,16.0,0.9,192.0,1920.0,1080.0,5010.0,10.5,219.99,199.99
2024.0,256.0,honor,6.7,amoled,3.0,8.0,2.57,254.42,2412.0,1080.0,4500.0,1.875,499.99,209.0
2024.0,128.0,realme,6.74,lcd,1.8,4.0,0.78,187.0,1600.0,720.0,5000.0,8.974358974358974,104.99,97.0
2024.0,128.0,oukitel,6.8,lcd,2.2,24.0,2.57,254.42,720.0,1600.0,5150.0,68.09523809523809,199.99,189.99
2024.0,256.0,cubot,6.58,lcd,2.0,16.0,0.97,217.0,1920.0,1080.0,5000.0,51.62162162162162,146.99,129.99
2024.0,128.0,cubot,6.75,lcd,1.8,12.0,2.57,254.42,720.0,1600.0,5100.0,15.25,129.99,99.99
2024.0,128.0,ulefone,5.5,amoled,1.8,3.0,1.38,235.0,720.0,1440.0,5000.0,25.71428571428571,199.99,139.99
2024.0,256.0,samsung,6.3,amoled,2.9,12.0,2.57,254.42,1920.0,1080.0,5000.0,167.5,199.99,961.09
2024.0,128.0,oscal,6.5,lcd,2.0,7.0,0.94,193.0,720.0,1600.0,5080.0,112.6829268292683,199.99,89.99
2024.0,128.0,doogee,6.52,lcd,2.3,9.0,0.91,187.0,720.0,1600.0,4200.0,6.666666666666667,199.99,89.99
2024.0,256.0,oppo,6.56,lcd,3.0,8.0,2.57,254.42,2400.0,1080.0,5100.0,2.9268292682926838,149.0,144.0
2024.0,128.0,xiaomi,6.43,lcd,2.4,4.0,0.81,179.5,1920.0,1080.0,5000.0,3821.590909090909,499.99,188.75
2024.0,256.0,samsung,6.6,amoled,2.2,6.0,1.02,240.0,1920.0,1080.0,5000.0,37.906976744186046,303.36,229.0
2024.0,256.0,xiaomi,6.67,amoled,3.1,8.0,2.57,254.42,707.0,384.0,5000.0,1.1904761904761905,199.99,237.0
2024.0,128.0,zte,6.56,lcd,1.6,4.0,2.57,254.42,720.0,1600.0,5130.0,6.176470588235294,179.0,128.48
2024.0,256.0,xiaomi,6.88,lcd,2.0,8.0,2.57,254.42,1640.0,720.0,5000.0,23.48837209302326,179.9,144.98
2024.0,64.0,oukitel,6.6,lcd,1.6,8.0,2.57,254.42,720.0,1612.0,4300.0,195.3658536585366,239.99,99.99
2024.0,256.0,xiaomi,6.67,amoled,2.6,12.0,2.57,254.42,2560.0,1440.0,5000.0,1.6666666666666663,499.99,589.95
2024.0,256.0,vivo,6.67,amoled,3.1,8.0,0.78,185.5,1920.0,1080.0,5000.0,12.325581395348838,199.99,229.0
2024.0,64.0,oukitel,6.0,lcd,1.6,16.0,1.5,290.0,576.0,1152.0,6300.0,41.05263157894737,129.99,109.99
2024.0,128.0,hammer h,6.5,amoled,3.0,6.0,2.0,280.0,1920.0,1080.0,6150.0,10.0,221.81,221.81
2024.0,128.0,umidigi,6.75,lcd,1.6,4.0,0.79,189.0,1600.0,720.0,5000.0,96.66666666666666,499.99,124.99
2024.0,256.0,xiaomi,6.67,amoled,2.6,4.0,2.57,254.42,2400.0,1080.0,5000.0,243.40909090909088,559.73,559.73
2024.0,256.0,doogee,6.56,lcd,3.1,20.0,2.07,269.0,720.0,1612.0,15500.0,3.1818181818181817,289.99,229.99
2024.0,256.0,nubia,6.9,oled,2.4,8.0,0.7,209.0,2790.0,1188.0,3290.0,6.96969696969697,199.99,499.0
2024.0,256.0,doogee,6.52,lcd,1.6,4.0,0.91,193.0,720.0,1600.0,20.0,83.82352941176471,199.99,89.99
2024.0,256.0,samsung,6.67,superamoled,3.0,8.0,2.57,254.42,2560.0,1440.0,5000.0,13.428571428571429,499.0,379.0
2024.0,256.0,honor,6.7,amoled,3.0,8.0,2.57,254.42,2412.0,1080.0,4500.0,1.351351351351351,499.99,207.0
2024.0,256.0,google,6.7,amoled,3.1,12.0,0.85,210.0,2560.0,1440.0,5060.0,101.6279069767442,1299.0,1079.0
2024.0,256.0,honor,6.78,amoled,2.4,8.0,2.57,254.42,2652.0,1200.0,5300.0,9.30232558139535,229.9,229.9
2024.0,256.0,motorola,6.67,oled,2.9,12.0,0.86,197.0,2400.0,1080.0,4600.0,25.0,549.0,941.99
2024.0,64.0,motorola,6.56,lcd,2.9,4.0,2.57,254.42,1600.0,720.0,5000.0,21.25,109.0,69.0
2024.0,128.0,doogee,6.56,lcd,1.6,9.0,0.86,186.0,720.0,1600.0,5150.0,14.871794871794872,129.99,89.99
2024.0,256.0,xiaomi,6.67,amoled,2.2,8.0,2.57,254.42,2400.0,1080.0,5000.0,209.7674418604651,1299.0,193.34
2024.0,256.0,xiaomi,6.67,amoled,2.5,12.0,2.57,254.42,2560.0,1440.0,5000.0,122.72727272727272,199.99,469.0
2024.0,128.0,samsung,6.7,amoled,1.8,4.0,1.2,270.0,720.0,1600.0,3600.0,10.714285714285714,149.99,134.9
2024.0,128.0,gegong,5.8,lcd,0.5,4.0,2.57,254.42,1920.0,1080.0,4000.0,7.6,36.99,36.99
2024.0,256.0,xiaomi,6.6,lcd,3.0,8.0,2.57,254.42,2400.0,1080.0,5000.0,645.9090909090909,233.17,209.0
2024.0,128.0,xiaomi,6.56,lcd,2.0,4.0,0.82,198.5,2460.0,1080.0,5000.0,331.1904761904762,108.95,101.0
2024.0,256.0,xiaomi,6.67,amoled,1.2,8.0,2.57,254.42,1920.0,1080.0,5030.0,1.5217391304347827,145.99,145.99
2024.0,256.0,blackview,6.78,lcd,2.2,16.0,2.57,254.42,2560.0,1440.0,5000.0,26.58536585365854,199.99,159.99
2024.0,64.0,oukitel,6.6,lcd,4.3,8.0,2.57,254.42,720.0,1600.0,4300.0,31.818181818181817,99.99,79.99
2024.0,256.0,vivo,6.67,amoled,2.2,8.0,0.78,188.0,2400.0,1080.0,5000.0,51.42857142857142,329.0,299.0
2024.0,64.0,blackview,6.56,lcd,4.3,6.0,2.57,254.42,720.0,1612.0,18.0,56.04651162790698,199.99,80.99
2024.0,128.0,xiaomi,6.56,lcd,2.0,2.0,0.78,194.0,1600.0,720.0,5000.0,200.8108108108108,129.0,85.38
2024.0,256.0,oscal,6.78,lcd,2.2,24.0,0.83,198.0,1920.0,1080.0,5000.0,12.61904761904762,199.99,159.99
