product_id ,precio_actual ,precio_anterior ,Tipo de pantalla           ,Tipo de procesador     ,Ano del modelo ,Memoria RAM ,Tecnologia de pantalla                          ,Sistema operativo            ,Capacidad de la memoria flash instalada ,Fabricante                              ,Coprocesador grafico ,Resolucion maxima               ,Numero de procesadores ,Velocidad del procesador ,Frecuencia de actualizacion ,Marca     ,Capacidad de almacenamiento digital ,Capacidad de la memoria ,Capacidad de la memoria RAM instalada ,Tecnologia GSM ,Dimensiones del producto            ,Relacion de aspecto ,Tamano de la pantalla
B0DFGS5NFN ,"110,.99 "    ,"115,00"        ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0CSGBN5X8 ,"169,.99 "    ,11.99           ,AMOLED                     ,Snapdragon             ,          2024 ,8 GB        ,AMOLED                                          ,Android 13.0                 ,8 GB                                    ,Xiaomi                                  ,                     ,24001080 Pixeles                ,                     8 ,"2,4 GHz"                ,120 Hz                      ,Xiaomi    ,256 GB                              ,256 GB                  ,8 GB                                  ,4G             ,"16,22 x 7,55 x 0,8 cm; 188,5 g"    ,16:9                ,"6,67 Pulgadas"
B0BW66P9XN ,"227,.99 "    ,"227,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0CPYKX9X8 ,"856,.29 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,AMOLED                                          ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"18,4 x 9,8 x 6,1 cm; 500 g"        ,16:9                ,"6,67 Pulgadas"
B08LS9T2Q6 ,"175,.14 "    ,No disponible   ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B09J38P7CZ ,"48,.99 "     ,"48,99"         ,LCD                        ,Snapdragon             ,          2024 ,32          ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"10,9 x 5,8 x 1,9 cm; 108 g"        ,16:9                ,"6,67 Pulgadas"
B0D97XX8Z4 ,"75,.00 "     ,"109,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0DH2437SY ,"93,.15 "     ,"123,39"        ,LCD                        ,Snapdragon X           ,          2024 ,4 GB        ,                                                ,Android 14                   ,4 GB                                    ,XIAOMI                                  ,                     ,                                ,                     8 ,60 GHz                   ,90 Hz                       ,Xiaomi    ,4 GB                                ,128 GB                  ,4 GB                                  ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"17,47 Centimetros"
B0DHRQCB1G ,"109,.99 "    ,"129,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,128 GB                                  ,CUBOT                                   ,                     ,720x1600                        ,                     8 ,"1,8 GHz"                ,90 Hz                       ,CUBOT     ,128 GB                              ,12 GB                   ,12 GB                                 ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,75 Pulgadas"
B0CTHYTHFT ,"329,.99 "    ,"449,90"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,AMOLED                                          ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0D2HQ626M ,"249,.99 "    ,"325,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android                      ,2 TB                                    ,OUKITEL                                 ,                     ,1080 x 2408 Pixeles             ,                     8 ,2E+3 MHz                 ,60 Hz                       ,OUKITEL   ,256 GB                              ,256 GB                  ,24 GB                                 ,5G             ,"17,22 x 8,1 x 1,49 cm; 360 g"      ,16:9                ,"6,6 Pulgadas"
B0CVQ6SYFK ,"298,.00 "    ,No disponible   ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B08PCCZB1H ,"323,.19 "    ,No disponible   ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0D8134JH8 ,"211,.00 "    ,"230,51"        ,AMOLED                     ,Snapdragon             ,          2024 ,6 GB        ,Super AMOLED                                    ,Android                      ,128 GB                                  ,Samsung                                 ,                     ,1080 x 2340 Pixeles             ,                     8 ,"2,4 GHz"                ,120 Hz                      ,SAMSUNG   ,                                    ,128 GB                  ,6 GB                                  ,5G             ,"0,9 x 7,9 x 16,2 cm; 222 g"        ,16:9                ,"6,6 Pulgadas"
B0D5292XN3 ,"141,.75 "    ,"182,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,"LED, LCD"                                      ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B09Q9ZVXZY ,"164,.99 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,4           ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,38 x 0,81 x 15,98 cm; 179,5 g"   ,16:9                ,"6,67 Pulgadas"
B09STZG984 ,"20,.71 "     ,"20,71"         ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0DNYZS9DV ,"139,.99 "    ,"155,00"        ,LCD                        ,AMD A Series           ,          2024 ,8 GB        ,                                                ,Androide                     ,8 GB                                    ,Xiaomi                                  ,                     ,                                ,                     8 ,8 GHz                    ,90 Hz                       ,Xiaomi    ,128 GB                              ,256 GB                  ,256 GB                                ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,88 Pulgadas"
B09MJSL8MR ,"369,.00 "    ,"1299,00"       ,xdr                        ,Snapdragon             ,          2018 ,128         ,                                                ,iOS 15                       ,128 Modificador desconocido             ,Apple Computer                          ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Apple     ,128 GB                              ,128 GB                  ,                                      ,5G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,1 Pulgadas"
B0DFGK5Q59 ,"150,.00 "    ,"150,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,57 x 7,6 x 0,77 cm; 200 g"      ,16:9                ,"6,67 Pulgadas"
B0D2QFYJTQ ,"219,.00 "    ,"1299,00"       ,AMOLED                     ,Snapdragon             ,          2024 ,8 GB        ,AMOLED                                          ,Android 14                   ,                                        ,VIVO                                    ,                     ,                                ,                     8 ,2.4E+3 MHz               ,120 Hz                      ,VIVO      ,256 GB                              ,256 GB                  ,8 GB                                  ,5G             ,"16,32 x 7,58 x 0,78 cm; 191 g"     ,16:9                ,"6,67 Pulgadas"
B0DJ71YMXR ,"118,.99 "    ,"999,99 "       ,AMOLED                     ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Androide 14                  ,8 GB                                    ,Xiaomi                                  ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Xiaomi    ,8 GB                                ,256 GB                  ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,88 Pulgadas"
B0BYMP9KZP ,"215,.00 "    ,"235,00"        ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0DRCZ7YL2 ,"183,.00 "    ,"189,00"        ,AMOLED                     ,Snapdragon             ,          2025 ,8 GB        ,                                                ,Android 12.0                 ,8 GB                                    ,Xiaomi                                  ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Xiaomi    ,8 GB                                ,256 GB                  ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0DDCGN7QJ ,"229,.98 "    ,"289,99"        ,LCD                        ,Snapdragon             ,          2024 ,12 GB       ,                                                ,Android 14                   ,256 GB                                  ,DOOGEE                                  ,                     ,720*1612 HD+ MP                 ,                     8 ,"1,6 GHz"                ,90 Hz                       ,DOOGEE    ,256 GB                              ,256 GB                  ,                                      ,4G             ,"17,41 x 81,2 x 20,7 cm; 430 g"     ,16:9                ,"6,56 Pulgadas"
B0DL2NSH8Z ,"270,.33 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android                      ,12 GB                                   ,realme                                  ,                     ,                                ,                     8 ,"2,6 GHz"                ,90 Hz                       ,realme    ,12 GB                               ,512 GB                  ,12 GB                                 ,5G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B07PNL5STG ,"17,.99 "     ,"26,99"         ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,INIU                                    ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,INIU      ,                                    ,                        ,                                      ,4G             ,"13,21 x 6,86 x 1,27 cm; 198 g"     ,16:9                ,"6,67 Pulgadas"
B0CG91MG51 ,"189,.99 "    ,"199,99"        ,LCD                        ,Snapdragon             ,          2024 ,12 GB       ,LCD                                             ,Android 13.0                 ,1 TB                                    ,CUBOT                                   ,                     ,1600 x 720 pixels               ,                     8 ,2.3E+3 MHz               ,90 Hz                       ,CUBOT     ,12 GB                               ,256 GB                  ,12 GB                                 ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,52 Pulgadas"
B0B31F47DH ,"19,.99 "     ,"54,98"         ,LCD                        ,Snapdragon             ,          2024 ,1           ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"11,6 x 5 x 1,4 cm; 170 g"          ,16:9                ,"6,67 Pulgadas"
B0CQYWG2T8 ,"156,.80 "    ,"249,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,AMOLED                                          ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,22 x 7,55 x 0,8 cm; 188 g"      ,16:9                ,"6,67 Pulgadas"
B0DF54RNFX ,"89,.99 "     ,"115,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,                                        ,SUAAT                                   ,                     ,1280800 Pixeles por pulgada     ,                     8 ,1.8E+3 MHz               ,90 Hz                       ,SUAAT     ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,10 Pulgadas
B0D2RQ8R19 ,"999,.00 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,4 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,35 x 7,45 x 0,8 cm; 181 g"      ,16:9                ,"6,67 Pulgadas"
B0DPF7PXV4 ,"249,.99 "    ,"499,99"        ,LCD                        ,Snapdragon             ,          2025 ,8 GB        ,                                                ,Android 14.0                 ,20 GB                                   ,DOOGEE                                  ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,DOOGEE    ,512 GB                              ,512 GB                  ,                                      ,4G             ,"8,31 x 1,79 x 17,85 cm; 422 g"     ,16:9                ,"6,6 Pulgadas"
B0CYT9HFRF ,"141,.01 "    ,"179,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android                      ,                                        ,TCL                                     ,                     ,720 x 1612 Pixeles              ,                     8 ,"1,6 GHz"                ,90 Hz                       ,TCL       ,                                    ,                        ,                                      ,4G             ,"16,41 x 7,5 x 0,83 cm; 190 g"      ,16:9                ,"6,56 Pulgadas"
B0CT8TCT6F ,"95,.08 "     ,No disponible   ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0CQ32CLZQ ,"265,.00 "    ,"399,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,AMOLED                                          ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,11 x 7,42 x 0,8 cm; 187 g"      ,16:9                ,"6,67 Pulgadas"
B09QH3JT6P ,"283,.00 "    ,"449,00"        ,LCD                        ,Snapdragon             ,          2024 ,6 GB        ,Super AMOLED                                    ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,47 x 0,81 x 15,95 cm; 190 g"     ,16:9                ,"6,67 Pulgadas"
B0CVQKCPRT ,"269,.00 "    ,"379,00"        ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0DG5SB94T ,"399,.99 "    ,"569,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,                                        ,DOOGEE                                  ,                     ,1080x2460 Pixeles               ,                     8 ,"1,6 GHz"                ,90 Hz                       ,DOOGEE    ,512 GB                              ,512 GB                  ,32 GB                                 ,5G             ,"18,36 x 8,15 x 1,58 cm; 383 g"     ,16:9                ,"6,78 Pulgadas"
B0CR3XCB81 ,"347,.00 "    ,"364,00"        ,LCD                        ,Snapdragon             ,          2024 ,12 GB       ,OLED                                            ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,14 x 7,42 x 0,89 cm; 205 g"     ,16:9                ,"6,67 Pulgadas"
B09MJRW2ZM ,"419,.00 "    ,"89,99"         ,xdr                        ,Snapdragon             ,          2024 ,256         ,                                                ,iOS 15                       ,256 Modificador desconocido             ,Apple Computer                          ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Apple     ,256 GB                              ,256 GB                  ,                                      ,5G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,1 Pulgadas"
B0BYMPCWHN ,"269,.99 "    ,"302,98"        ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0977N1YK6 ,"259,.00 "    ,No disponible   ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,OLED                                            ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0CYYD213D ,"112,.00 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"18 x 9 x 5,5 cm; 550 g"            ,16:9                ,"6,67 Pulgadas"
B08PCDNC9W ,"245,.00 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,128 GB      ,OLED                                            ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"6,43 x 0,74 x 13,16 cm; 135 g"     ,16:9                ,"6,67 Pulgadas"
B07VTMHTDF ,"38,.40 "     ,"42,00"         ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0DBQVF8DR ,"139,.00 "    ,"1299,00"       ,LCD                        ,MediaTek Helio         ,          2024 ,8 GB        ,                                                ,"FunTouch OS 14, Android 14" ,128 GB                                  ,vivo                                    ,                     ,1608720 Pixeles                 ,                     8 ,"1,6 GHz"                ,90 Hz                       ,VIVO      ,                                    ,128 GB                  ,4 GB                                  ,4G             ,"16,57 x 7,6 x 0,8 cm; 390 g"       ,5:3                 ,"6,68 Pulgadas"
B0DB1JMM3P ,"237,.21 "    ,"279,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,45 x 7,54 x 0,9 cm; 192 g"      ,16:9                ,"6,67 Pulgadas"
B0D4SSH1FX ,"1999,.00 "   ,"1199,00 "      ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"9,1 x 18,3 x 3,7 cm; 370 g"        ,16:9                ,"6,67 Pulgadas"
B0DFGTKDH4 ,"144,.00 "    ,"149,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,57 x 7,6 x 0,77 cm; 200 g"      ,16:9                ,"6,67 Pulgadas"
B0DFMG5W1B ,"199,.00 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,AMOLED                                          ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,3 x 7,57 x 0,77 cm; 25 g"       ,16:9                ,"6,67 Pulgadas"
B0D2H7LK22 ,"99,.99 "     ,"129,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,Android                      ,128 GB                                  ,OUKITEL                                 ,                     ,720x1600                        ,                     8 ,"1,6 GHz"                ,"1,6 GHz"                   ,OUKITEL   ,128 GB                              ,128 GB                  ,18 GB                                 ,4G             ,"16,8 x 7,8 x 0,94 cm; 209 g"       ,16:9                ,"6,8 Pulgadas"
B0D8TCWWMK ,"129,.99 "    ,"999,99 "       ,LCD                        ,Snapdragon             ,          2024 ,16 GB       ,                                                ,Android                      ,128 GB                                  ,OSCAL                                   ,                     ,                                ,                     8 ,2 GHz                    ,90 Hz                       ,OSCAL     ,1 TB                                ,8 GB                    ,16 GB                                 ,4G             ,"16,78 x 7,74 x 0,91 cm; 214 g"     ,2.20:1              ,"6,75 Pulgadas"
B0DP4FG72Q ,"126,.90 "    ,"159,00"        ,AMOLED                     ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Androide                     ,8 GB                                    ,Xiaomi                                  ,                     ,2340x1080                       ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Xiaomi    ,256 GB                              ,256 GB                  ,8 GB                                  ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,74 Pulgadas"
B0DJQJ23Q4 ,"99,.99 "     ,"159,99"        ,LCD                        ,Snapdragon             ,          2025 ,8 GB        ,                                                ,Android 14                   ,4 GB                                    ,Blackview                               ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Blackview ,4 GB                                ,64 GB                   ,6 GB                                  ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,56 Pulgadas"
B0CTHWKD95 ,"123,.00 "    ,No disponible   ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0DCC3QKCR ,"249,.00 "    ,"999,99 "       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,AMOLED                                          ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,3 x 7,57 x 0,77 cm; 500 g"      ,16:9                ,"6,67 Pulgadas"
B0DRYSQTBN ,"178,.00 "    ,"329,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android                      ,256 GB                                  ,realme                                  ,                     ,1080x2400                       ,                     8 ,"1,6 GHz"                ,90 Hz                       ,realme    ,256 GB                              ,256 GB                  ,                                      ,4G             ,"16,5 x 7,6 x 0,79 cm; 350 g"       ,16:9                ,"6,72 Pulgadas"
B0CNTS3S1H ,"109,.98 "    ,"149,99"        ,LCD                        ,A-Series               ,          2024 ,8 GB        ,LCD                                             ,Android                      ,8 GB                                    ,DOOGEE                                  ,                     ,1440x720                        ,                     8 ,"1,6 GHz"                ,90 Hz                       ,DOOGEE    ,8 GB                                ,64 GB                   ,8 GB                                  ,4G             ,"16,2 x 7,78 x 1,62 cm; 390 g"      ,16:9                ,"5,5 Pulgadas"
B0DJ33DQC2 ,"417,.00 "    ,"485,76"        ,AMOLED 1080 x 2400 Pixeles ,Snapdragon             ,          2024 ,12 GB       ,                                                ,Android                      ,                                        ,Xiaomi                                  ,                     ,1080x2400                       ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Xiaomi    ,                                    ,256 GB                  ,12 GB                                 ,5G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"16,94 Centimetros"
B07QZRWJ6D ,"198,.00 "    ,"349,00"        ,AMOLED                     ,Snapdragon             ,          2019 ,4 GB        ,                                                ,Android                      ,4 GB                                    ,huawei                                  ,                     ,                                ,                     4 ,"2,2 GHz"                ,90 Hz                       ,HUAWEI    ,128 GB                              ,4 GB                    ,4 GB                                  ,3G             ,"7,27 x 0,74 x 15,29 cm; 159 g"     ,16:9                ,"6,15 Pulgadas"
B0D2DCSTBV ,"199,.90 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0DFPRT8V2 ,"75,.99 "     ,"99,99"         ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,64 GB                                   ,OUKITEL                                 ,                     ,720x1600                        ,                     8 ,1.5E+3 MHz               ,60 hertz                    ,OUKITEL   ,64 GB                               ,64 GB                   ,8 GB                                  ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,6 Pulgadas"
B0CR16KX25 ,"299,.99 "    ,12.65           ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0CNSX68K8 ,"199,.00 "    ,13.99           ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,16 x 10 x 3 cm; 100 g               ,16:9                ,"6,67 Pulgadas"
B0B427JFKT ,"89,.99 "     ,No disponible   ,LCD                        ,Snapdragon             ,          2024 ,64 GB       ,LCD                                             ,Android 12.0                 ,64 GB                                   ,DOOGEE                                  ,                     ,                                ,                     8 ,2 GHz                    ,90 Hz                       ,DOOGEE    ,64 GB                               ,64 GB                   ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,6 Pulgadas
B0D4M17HS6 ,"56,.99 "     ,"59,99"         ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,Android 9.0                  ,1 GB                                    ,MsMga                                   ,                     ,800x480 pixeles                 ,                     8 ,"1,6 GHz"                ,90 Hz                       ,MsMga     ,16 GB                               ,16 GB                   ,1 GB                                  ,2G/3G          ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,5 Pulgadas
B0DMCLZBYX ,"137,.78 "    ,"137,78"        ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B07VTP4ZQW ,"38,.49 "     ,"1199,00 "      ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"14,62 x 11,13 x 11,54 cm; 143 g"   ,16:9                ,"6,67 Pulgadas"
B0D8TCGKGN ,"199,.99 "    ,No disponible   ,HD                         ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,24 GB                                   ,OUKITEL                                 ,                     ,1280x720                        ,                     8 ,"1,6 GHz"                ,90 Hz                       ,OUKITEL   ,256 GB                              ,256 GB                  ,24 GB                                 ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,52 Pulgadas"
B0CR16WJH9 ,"305,.19 "    ,"1299,00"       ,AMOLED                     ,Mobile Athlon XP M     ,          2024 ,12 GB       ,AMOLED                                          ,Android 13.0                 ,12 GB                                   ,XIAOMI                                  ,                     ,1080x2400                       ,                     8 ,"2,5 GHz"                ,120 hertz                   ,Xiaomi    ,12 GB                               ,12 GB                   ,12 Byte                               ,5G             ,"16,04 x 7,43 x 0,82 cm; 190 g"     ,1.78:1              ,"6,67 Pulgadas"
B0DK18KB59 ,"93,.13 "     ,"1299,00"       ,LCD                        ,Snapdragon             ,          2023 ,8 GB        ,                                                ,Android                      ,8 GB                                    ,XIAOMI                                  ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Xiaomi    ,8 GB                                ,256 GB                  ,8 GB                                  ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"16,4 Centimetros"
B0CN13F65C ,"129,.99 "    ,No disponible   ,LCD                        ,Snapdragon             ,          2024 ,128 GB      ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,78 x 0,88 x 16,8 cm; 195 g"      ,16:9                ,"6,67 Pulgadas"
