product_id ,precio_actual ,precio_anterior ,Tipo de pantalla           ,Tipo de procesador     ,Ano del modelo ,Memoria RAM ,Tecnologia de pantalla                          ,Sistema operativo            ,Capacidad de la memoria flash instalada ,Fabricante                              ,Coprocesador grafico ,Resolucion maxima               ,Numero de procesadores ,Velocidad del procesador ,Frecuencia de actualizacion ,Marca     ,Capacidad de almacenamiento digital ,Capacidad de la memoria ,Capacidad de la memoria RAM instalada ,Tecnologia GSM ,Dimensiones del producto            ,Relacion de aspecto ,Tamano de la pantalla
B07R1Y57YF ,"199,.99 "    ,"349,00"        ,LCD                        ,Snapdragon             ,          2019 ,4 GB        ,                                                ,Android                      ,4 GB                                    ,huawei                                  ,                     ,                                ,                     4 ,"2,2 GHz"                ,90 Hz                       ,HUAWEI    ,128 GB                              ,4 GB                    ,4 GB                                  ,3G             ,"7,27 x 0,74 x 15,29 cm; 159 g"     ,16:9                ,6.15
B0D4YPG9KQ ,"189,.99 "    ,"1299,00"       ,LCD                        ,MediaTek Helio         ,          2024 ,8 GB        ,                                                ,Android 14                   ,128 GB                                  ,OUKITEL                                 ,                     ,720x1600                        ,                     8 ,"2,2 GHz"                ,90 hertz                    ,OUKITEL   ,24 GB                               ,128 GB                  ,1 TB                                  ,5G             ,"19,56 x 16 x 0,91 cm; 208 g"       ,16:9                ,"6,8 Pulgadas"
B0D83FB1PX ,"430,.00 "    ,"523,33"        ,AMOLED                     ,Snapdragon             ,          2024 ,12 GB       ,AMOLED                                          ,Android                      ,12 GB                                   ,XIAOMI                                  ,                     ,1440 x 3200 MP                  ,                     8 ,"3,2 GHz"                ,120 Hz                      ,Xiaomi    ,12 GB                               ,512 GB                  ,12 GB                                 ,5G             ,"7,5 x 8 x 16,1 cm; 500 g"          ,16:9                ,"6,67 Pulgadas"
B0D5B6PR4C ,"299,.98 "    ,"299,98"        ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0CXHC9B82 ,"56,.99 "     ,"59,99"         ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,Android 9.0                  ,1 GB                                    ,Spark 10Pro                             ,                     ,800x480 pixeles                 ,                     8 ,"1,6 GHz"                ,90 Hz                       ,McMgc     ,16 GB                               ,16 GB                   ,1 GB                                  ,2G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,5 Pulgadas
B0DLGR3WYC ,"279,.99 "    ,"299,90"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B08PCB8QCV ,"343,.00 "    ,No disponible   ,LCD                        ,Snapdragon             ,          2024 ,128 GB      ,OLED                                            ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,14 x 0,74 x 14,68 cm; 189 g"     ,16:9                ,"6,67 Pulgadas"
B0CP44JVQF ,"139,.79 "    ,"1299,00"       ,AMOLED                     ,Snapdragon             ,          2024 ,1 GB        ,                                                ,Android                      ,1 TB                                    ,samsung                                 ,                     ,                                ,                     8 ,1.8E+3 MHz               ,90 Hz                       ,SAMSUNG   ,4 GB                                ,128 GB                  ,4 GB                                  ,LTE/GSM        ,"4,1 x 1,2 x 6,7 cm; 270 g"         ,1.85:1              ,"6,7 Pulgadas"
B0DFH43528 ,"99,.99 "     ,"199,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,128 GB                                  ,OUKITEL                                 ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,OUKITEL   ,8 GB                                ,128 GB                  ,128 GB                                ,4G             ,"16 x 7 x 0,9 cm; 450 g"            ,16:9                ,"6,52 Pulgadas"
B0BW68WVK3 ,"82,.00 "     ,"87,65"         ,LCD                        ,Snapdragon             ,          2024 ,512         ,LCD                                             ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0DKP8CT9W ,"239,.90 "    ,"239,90"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0CTHYMB3H ,"245,.90 "    ,"245,90"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B07QZN6DGK ,"119,.89 "    ,No disponible   ,LCD                        ,Snapdragon             ,          2019 ,2 GB        ,                                                ,Android 9.0                  ,32 GB                                   ,Samsung                                 ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,SAMSUNG   ,512 GB                              ,32 GB                   ,                                      ,4G             ,10 x 10 x 10 cm; 166 g              ,16:9                ,"6,2 Pulgadas"
B0D3QCFYP2 ,"179,.99 "    ,"249,99"        ,LCD                        ,MediaTek Helio         ,          2024 ,12 GB       ,                                                ,Android 13.0                 ,12 GB                                   ,Ulefone                                 ,                     ,1080 x 2460 FHD+                ,                     8 ,2 GHz                    ,90 Hz                       ,Ulefone   ,2048 GB                             ,256 GB                  ,12 GB                                 ,5G             ,"7,68 x 0,88 x 16,88 cm; 211,6 g"   ,16:9                ,"6,78 Pulgadas"
B0DG2YHSLL ,"119,.99 "    ,"999,99 "       ,LCD                        ,Snapdragon             ,          2025 ,8 GB        ,                                                ,Android 14                   ,128 GB                                  ,OUKITEL                                 ,                     ,                                ,                     8 ,"1,6 GHz"                ,60 Hz                       ,OUKITEL   ,128 GB                              ,128 GB                  ,16 GB                                 ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,52 Pulgadas"
B0DFP5WQSQ ,"99,.99 "     ,No disponible   ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0DDTRLXM6 ,"569,.99 "    ,"329,99"        ,LCD                        ,Snapdragon             ,          2024 ,12 GB       ,                                                ,Android 14                   ,512 GB                                  ,DOOGEE                                  ,                     ,1080p Full HD                   ,                     8 ,"1,6 GHz"                ,120 Hz                      ,DOOGEE    ,512 GB                              ,512 GB                  ,12 GB                                 ,5G             ,"8,39 x 1,58 x 18,37 cm; 383 g"     ,16:9                ,"6,78 Pulgadas"
B0D2RTDNLB ,"6,.99 "      ,No disponible   ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,35 x 7,45 x 0,8 cm; 181 g"      ,16:9                ,"6,67 Pulgadas"
B0DFGM3WL2 ,"110,.89 "    ,"115,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,57 x 7,6 x 0,77 cm; 190 g"      ,16:9                ,"6,67 Pulgadas"
B0D177B1DH ,"89,.99 "     ,"239,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,Android 13.0                 ,8 GB                                    ,DOOGEE                                  ,                     ,1080x2400                       ,                     8 ,"1,6 GHz"                ,60 hertz                    ,DOOGEE    ,                                    ,256 GB                  ,12 GB                                 ,"4G, 3G"       ,"7,62 x 0,91 x 16,58 cm; 193 g"     ,16:9                ,"6,52 Pulgadas"
B0DM5J2TP1 ,"139,.99 "    ,"325,99 "       ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0CSMR9M9P ,"179,.00 "    ,"999,99 "       ,OLED                       ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 13.0                 ,256 GB                                  ,HONOR                                   ,                     ,1080x2400                       ,                     8 ,"2,4 GHz"                ,90 hertz                    ,HONOR     ,                                    ,256 GB                  ,8 GB                                  ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,Desconocido         ,"6,7 Pulgadas"
B0D8QCWYC5 ,"179,.99 "    ,"189,99"        ,AMOLED                     ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,20 GB                                   ,DOOGEE                                  ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,DOOGEE    ,                                    ,256 GB                  ,                                      ,4G             ,"8,31 x 1,79 x 17,85 cm; 630 g"     ,16:9                ,"6,58 Pulgadas"
B0DP6YY4JW ,"37,.99 "     ,No disponible   ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,SHIELDON                                ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,SHIELDON  ,                                    ,                        ,                                      ,4G             ,"14,9 x 7,5 x 1,7 cm; 80 g"         ,16:9                ,"6,1 Pulgadas"
B0CCW6FBLS ,"235,.00 "    ,"399,00"        ,LCD                        ,Snapdragon             ,          2024 ,12 GB       ,OLED                                            ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"15,96 x 0,78 x 7,2 cm; 170 g"      ,16:9                ,"6,67 Pulgadas"
B0CCYPD7MS ,"234,.99 "    ,"299,00"        ,LCD                        ,Snapdragon             ,          2024 ,256 GB      ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16 x 7,4 x 0,8 cm; 160 g"          ,16:9                ,"6,67 Pulgadas"
B0D53ZYFKG ,"199,.00 "    ,"239,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,Super AMOLED                                    ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,75 x 0,82 x 16,37 cm; 197 g"     ,16:9                ,"6,67 Pulgadas"
B09QH4B1Q5 ,"329,.98 "    ,"449,00"        ,LCD                        ,Snapdragon             ,          2024 ,6 GB        ,Super AMOLED                                    ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,47 x 0,81 x 15,95 cm; 310 g"     ,16:9                ,"6,67 Pulgadas"
B0D2RR7JQZ ,"85,.44 "     ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,35 x 7,45 x 0,8 cm; 181 g"      ,16:9                ,"6,67 Pulgadas"
B0CFV31YBL ,"89,.99 "     ,"119,99"        ,LCD                        ,Snapdragon             ,          2023 ,12 GB       ,LCD                                             ,Android 14                   ,128 GB                                  ,OUKITEL                                 ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,OUKITEL   ,12 GB                               ,128 GB                  ,12 GB                                 ,4G             ,"16,37 x 7,54 x 0,92 cm; 199 g"     ,16:9                ,"6,56 Pulgadas"
B0DHZ6LBT8 ,"79,.99 "     ,"86,99"         ,LCD                        ,MediaTek Helio         ,          2024 ,8 GB        ,                                                ,Android                      ,64 GB                                   ,realme                                  ,                     ,2400 x 1080                     ,                     8 ,"1,8 GHz"                ,90 Hz                       ,realme    ,128 GB                              ,64 GB                   ,3 GB                                  ,4G             ,"16,71 x 7,65 x 0,76 cm; 360 g"     ,16:9                ,"6,74 Pulgadas"
B0BSLJNW5G ,"194,.99 "    ,"1299,00"       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,50 x 50 x 28 cm; 181 g              ,16:9                ,"6,67 Pulgadas"
B0CC2W7JVH ,"107,.16 "    ,"149,99"        ,LCD                        ,Snapdragon             ,          2023 ,4 GB        ,                                                ,Android 13.0                 ,128 GB                                  ,Motorola                                ,                     ,1080x2400 Pixeles               ,                     8 ,"1,6 GHz"                ,60 Hz                       ,Motorola  ,128 GB                              ,4 GB                    ,4 GB                                  ,4G             ,"16,15 x 7,38 x 0,8 cm; 177,2 g"    ,1.78:1              ,"6,5 Pulgadas"
B0D83KY2ZB ,"332,.92 "    ,"332,92"        ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0CQJRHSDR ,"231,.53 "    ,"1299,00"       ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0DG2Y8PXJ ,"89,.99 "     ,"119,99"        ,LCD                        ,Snapdragon             ,          2025 ,8 GB        ,                                                ,Android 14                   ,128 GB                                  ,OUKITEL                                 ,                     ,1280x720                        ,                     8 ,1.6E+9 Hz                ,60 Hz                       ,OUKITEL   ,128 GB                              ,128 GB                  ,16 GB                                 ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,52 Pulgadas"
B0C6K9BCXF ,"179,.00 "    ,"999,99 "       ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0DGXXTBLJ ,"199,.99 "    ,"219,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,45 x 7,54 x 0,9 cm; 192 g"      ,16:9                ,"6,67 Pulgadas"
B0CCYT8Q2X ,"244,.99 "    ,"299,00"        ,LCD                        ,Snapdragon             ,          2024 ,256 GB      ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"15,98 x 7,44 x 0,76 cm; 160 g"     ,16:9                ,"6,67 Pulgadas"
B0DBVB3K5C ,"198,.00 "    ,"198,00"        ,OLED                       ,Snapdragon             ,          2023 ,8 GB        ,                                                ,Android 12.0                 ,256 GB                                  ,Motorola                                ,                     ,2400x1080 Pixeles               ,                     8 ,"1,6 GHz"                ,120 Hz                      ,Motorola  ,256 GB                              ,8 GB                    ,8 GB                                  ,5G             ,"16,19 x 0,76 x 7,31 cm; 170 g"     ,16:9                ,"6,67 Pulgadas"
B0CX272D4J ,"229,.00 "    ,No disponible   ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B09QS7K6CP ,"156,.99 "    ,"156,99"        ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0CH9YRDCC ,"169,.00 "    ,"499,99"        ,LCD                        ,Snapdragon             ,          2024 ,6 GB        ,OLED                                            ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,56 x 7,6 x 0,8 cm; 192 g"       ,16:9                ,"6,67 Pulgadas"
B0CXJDSJJ4 ,"76,.00 "     ,"94,27"         ,LCD                        ,Snapdragon             ,          2024 ,3 GB        ,                                                ,Android                      ,64 GB                                   ,XIAOMI                                  ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Xiaomi    ,                                    ,64 GB                   ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0DFGG8WRX ,"139,.00 "    ,"139,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,57 x 7,6 x 0,77 cm; 186 g"      ,16:9                ,"6,67 Pulgadas"
B0CPXX34K2 ,"260,.00 "    ,"329,30"        ,AMOLED                     ,Snapdragon             ,          2024 ,12 GB       ,AMOLED                                          ,Android 10.0                 ,12 GB                                   ,Xiaomi                                  ,                     ,2712 * 10^3 x 1220 * 10^3 Pixel ,                     8 ,"2,4 GHz"                ,90 Hz                       ,Xiaomi    ,12 GB                               ,256 GB                  ,12 GB                                 ,5G             ,15 x 12 x 1 cm; 500 g               ,16:9                ,"6,67 Pulgadas"
B0DS21LP9Q ,"358,.38 "    ,No disponible   ,AMOLED                     ,MediaTek Helio         ,          2025 ,8 GB        ,                                                ,Xiaomi HyperOS               ,512 GB                                  ,Xiaomi                                  ,                     ,1536 x 720                      ,                     8 ,"2,5 GHz"                ,90 Hz                       ,Xiaomi    ,12 GB                               ,512 GB                  ,12 GB                                 ,5G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0DMP6PMTB ,"1.249,.00 "  ,No disponible   ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0DCBYCTJP ,"195,.07 "    ,"1199,00 "      ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0D8TCDJ97 ,"149,.99 "    ,"199,99"        ,HD                         ,Core i5                ,          2024 ,8 GB        ,                                                ,Android 14                   ,24 GB                                   ,OUKITEL                                 ,                     ,720p                            ,                     8 ,"1,6 GHz"                ,90 Hz                       ,OUKITEL   ,256 GB                              ,256 GB                  ,24 GB                                 ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,52 Pulgadas"
B0CNKHZFPN ,"304,.99 "    ,"499,99"        ,AMOLED                     ,Snapdragon             ,          2024 ,8 GB        ,AMOLED                                          ,Android 13.0                 ,256 GB                                  ,Xiaomi                                  ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Xiaomi    ,8 GB                                ,256 GB                  ,8 GB                                  ,5G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,6.43
B0CTHYFRHH ,"245,.73 "    ,"245,73"        ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0CPYK2K1J ,"748,.97 "    ,"1.099,00"      ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,AMOLED                                          ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"18,4 x 9,8 x 6,1 cm; 500 g"        ,16:9                ,"6,67 Pulgadas"
B0CSG93BF7 ,"159,.98 "    ,No disponible   ,AMOLED                     ,Snapdragon             ,          2024 ,8 GB        ,AMOLED                                          ,Android 13.0                 ,8 GB                                    ,Xiaomi                                  ,                     ,24001080 Pixeles                ,                     8 ,2.8E+3 MHz               ,120 Hz                      ,Xiaomi    ,256 GB                              ,256 GB                  ,8 GB                                  ,4G             ,"16,22 x 7,55 x 0,8 cm; 188,5 g"    ,16:9                ,"6,67 Pulgadas"
B0D8TCYZGD ,"149,.99 "    ,"199,99"        ,HD                         ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,Android 14                   ,256 GB                                  ,OUKITEL                                 ,                     ,1440 x 720                      ,                     8 ,"1,6 GHz"                ,120 hertz                   ,OUKITEL   ,256 GB                              ,256 GB                  ,24 GB                                 ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,52 Pulgadas"
B0BZJLDPN2 ,"999,.00 "    ,"499,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 13.0                 ,                                        ,Google                                  ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Google    ,                                    ,                        ,                                      ,4G             ,"15,2 x 7,29 x 0,9 cm; 190 g"       ,16:9                ,"6,67 Pulgadas"
B08PCCM1GC ,"343,.99 "    ,No disponible   ,LCD                        ,Snapdragon             ,          2024 ,128 GB      ,OLED                                            ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0BZJK1ZTY ,"328,.30 "    ,"999,99 "       ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 13.0                 ,                                        ,Google                                  ,                     ,1080                            ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Google    ,                                    ,                        ,                                      ,4G             ,"15,2 x 7,29 x 0,9 cm; 194 g"       ,16:9                ,"6,1 Pulgadas"
B0D5DF24YP ,"292,.19 "    ,"499,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,AMOLED                                          ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"16,14 x 7,41 x 0,75 cm; 178 g"     ,16:9                ,"6,67 Pulgadas"
B0DNZ1Y4LG ,"133,.00 "    ,"140,01"        ,AMOLED                     ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Androide                     ,8 GB                                    ,Xiaomi                                  ,                     ,2340x1080                       ,                     8 ,"1,6 GHz"                ,90 Hz                       ,Xiaomi    ,256 GB                              ,256 GB                  ,8 GB                                  ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,74 Pulgadas"
B0D95F21B3 ,"57,.99 "     ,"149,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,LCD                                             ,Android 9.0                  ,1 GB                                    ,MsMga                                   ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,MsMga     ,16 GB                               ,128 GB                  ,1 GB                                  ,3G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,5 Pulgadas
B08QXKJGDG ,"369,.00 "    ,"369,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,Super AMOLED                                    ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"15,17 x 7,12 x 0,79 cm; 169 g"     ,16:9                ,"6,67 Pulgadas"
B0CFV2DRV6 ,"89,.99 "     ,"119,99"        ,LCD                        ,Snapdragon             ,          2023 ,12 GB       ,LCD                                             ,Android 14                   ,128 GB                                  ,OUKITEL                                 ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,OUKITEL   ,12 GB                               ,128 GB                  ,12 GB                                 ,4G             ,"16,37 x 7,54 x 0,92 cm; 199 g"     ,16:9                ,"6,56 Pulgadas"
B0DLGVSDL8 ,"279,.99 "    ,"299,90"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0DCC3FQJ3 ,"219,.00 "    ,10.00           ,                           ,                       ,               ,            ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                       ,                         ,                            ,          ,                                    ,                        ,                                      ,               ,                                    ,                    ,
B0CXPW466P ,"84,.00 "     ,"94,00"         ,LCD                        ,Snapdragon             ,          2024 ,4 GB        ,AMOLED                                          ,Android 13.0                 ,4 GB                                    ,Xiaomi                                  ,                     ,1650x720                        ,                     8 ,"2,2 GHz"                ,90 Hz                       ,Xiaomi    ,128 GB                              ,4 GB                    ,4 GB                                  ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,71 Pulgadas"
B0DHZJW5Z4 ,"108,.90 "    ,"179,90"        ,LCD                        ,Snapdragon X           ,          2024 ,8 GB        ,                                                ,Android                      ,8 GB                                    ,XIAOMI                                  ,                     ,                                ,                     8 ,60 GHz                   ,90 Hz                       ,Xiaomi    ,8 GB                                ,256 GB                  ,256 GB                                ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"17,47 Centimetros"
B0DN159HMH ,"169,.99 "    ,No disponible   ,LCD                        ,Snapdragon             ,          2025 ,8 GB        ,                                                ,Android 14.0 Smartphone      ,256 GB                                  ,OUKITEL                                 ,                     ,720x1600                        ,                     8 ,"1,6 GHz"                ,90 Hz                       ,OUKITEL   ,256 GB                              ,24 GB                   ,24 GB                                 ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,56 Pulgadas"
B0DNK3Y6HK ,"179,.00 "    ,"199,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0CP187PNW ,"138,.48 "    ,"138,48"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0D4SMFD94 ,"138,.00 "    ,"199,00"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,                             ,                                        ,                                        ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 Hz                       ,          ,                                    ,                        ,                                      ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,67 Pulgadas"
B0CY55HJNM ,"89,.99 "     ,"129,99"        ,LCD                        ,Snapdragon             ,          2024 ,8 GB        ,                                                ,Android 14                   ,9 GB                                    ,DOOGEE                                  ,                     ,                                ,                     8 ,"1,6 GHz"                ,90 hertz                    ,DOOGEE    ,128 GB                              ,128 GB                  ,9 GB                                  ,4G             ,"7,58 x 0,86 x 16,38 cm; 186 g"     ,16:9                ,"6,56 Pulgadas"
