product_id,precio_actual,precio_anterior,Potencia nominal de la bateria,Fabricante,Tipo de pantalla,Tecnologia de conectividad,Capacidad de la memoria flash instalada,Componentes incluidos,Numero de modelo del producto,Duracion media de la bateria,Dimensiones del producto,RAM,Frecuencia de actualizacion,Nombre del modelo,Composicion de la pila de la bateria,Numero de procesadores,Marca,Pilas / baterias incluidas,Fabricante del procesador,Resolucion del sensor optico,Resolucion de captura de video,Resolucion efectiva de video,Tipo de conector,Peso del producto,Proveedor de conexion inalambrica,Capacidad de la memoria RAM,Tipo de conexion inalambrica,Color,Tiempo de carga de la bateria (en horas),Tipo de conectividad,Peso de la bateria de litio,Caracteristicas especiales,Carga electrica de la bateria,Velocidad del procesador,Resolucion del escaner,Referencia del fabricante,Resolucion maxima,Conector de audio,Adaptador,Numero de productos,Ranuras de memoria disponibles,Pilas incluidas,Sistema operativo,Resolucion horizontal,Tiempo de carga,Grabador,Numero de producto,Formatos de audio compatibles,Tecnologia de pantalla,Resolucion de la camara web trasera,Resolucion de la camara web frontal,Contiene liquidos,Tipo de memoria del ordenador,Tamano de la pantalla,Ano del modelo,Software incluido,Capacidad de la memoria,OS,Tamano de pantalla,Pilas / baterias necesarias,Compatible con tecnologia Bluetooth,Entrada de interfaz humana,Enfoque automatico,Duracion media de la pila en stand-by,Tamano de la tarjeta de memoria incluida,Capacidad de la memoria RAM instalada,Otras caracteristicas,Tipo de procesador,Capacidad de almacenamiento digital,Transcriptor,Zoom digital,Pilas,Tamano,Fuente de alimentacion,Series,Memoria extraible,Maxima resolucion,Factor de forma,Hora de espera del telefono (con datos),Tecnologia GSM,Otras funciones de la camara,Relacion de aspecto,Modelo
B0D1FQ4J92,"149,.99 ","199,99",3700 Miliamperios hora (mAh),Blackview,LCD,,4 GB,"Adaptador de corriente, Funda del telefono",Blackview N6000SE,190 Horas,,,,Blackview N6000SE,Polimero de Litio,,Blackview,Si,MediaTek,13 MP,1080p,1080 Pixeles,NFC,208 g,,,,,,,,,"3,35 Amperio-hora",2E+3 MHz,,,,,,1,,,Android 13.0,,"2,3 Horas",,Blackview N6000SE,,LCD,,,,,"4,3 Pulgadas",2024,,128 GB,,,Si,,Pantalla Tactil,,,,12 GB,"Internet, GPS, camera",,4 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Pizarra,,4G,,16:9,Blackview N6000SE
B0CGJJZD1P,"119,.00 ","137,67",,Xiaomi,LCD,,,"charger, USB cable, manual, SIM tray ejector, protective case",Redmi 12 5G,,,,,,Polimero de Litio,,Xiaomi,No,Qualcomm Snapdragon 4 Gen 2 (4 nm),,1080p,,"Bluetooth, USB, NFC",200 g,,,,,,,,,5E+3 Miliamperios hora (mAh),,1080 x 2400,,1080 x 2400 Pixel,,,,,,Android,,,,MO-xiare125g_128beu,,,,,,,"6,79 Pulgadas",2023,,128 GB,,,No,,Pantalla Tactil,,,,4 GB,"USB, Internet, camera",Snapdragon,"5,1 GB",,,1 Polimero de litio (Tipo de pila necesaria),,,,,,Smartphone,,5G,,16:9,Redmi 12 5G
B0CGVTTZ7B,"619,.25 ",No disponible,5025 Modificador desconocido,,,"Bluetooth, USB, Wifi",,,GA04841-GB,,"0,88 x 7,65 x 16,26 cm; 211 g",12 GB,,,,,,,,,,,,211 g,,,,Celeste,,,,"Internet, camera",,,1440 x 2560,,,,,,,,,,,,,,OLED,,,,,,,,,Android,,,,Pantalla Tactil,,,,,,,,,,"1 Litio Ion necesaria(s), incluida(s)",Pizarra,,,,,,,,"Trasera, Frontal",,
B0DHZ437M8,"299,.00 ",No disponible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CV7XZZNG,"999,.00 ","1299,00",5000,,,4G,,,8806095589978,,"11,42 x 12,68 x 12,52 cm; 200 g",,,,,,,,,,,,,200 g,,,,BLUE,,,,,,,1080 x 2400,,,No hay conector para auriculares,,,,,,,,,,,,,,,,,,,,Android 13.0,,,,,,,,,,,,,,"1 Litio Ion necesaria(s), incluida(s)",Deslizador,,,,,,,,,,
B0DD7QC4ZS,"229,.99 ","289,99",15500,DOOGEE,LCD,,256 GB,,Fire6 power,,6 x 20 x 28 cm; 269 g,,90 Hz,Doogee Fire 6 power,Litio Ion,,DOOGEE,Si,,50 MP,1080p,,"Bluetooth, USB, NFC, Wifi",269 g,,,,,,,,,,,,,720 x 1612 Pixeles,,,1,,,Android 14,,,,,,,,,,,"6,56 Pulgadas",2024,,256 GB,,,Si,,,,,,20 GB,,,256 GB,,,"2 Polimero de litio necesaria(s), incluida(s)",,,,,,,,4G,,,Fire6 power
B0D7BNQS2T,"189,.99 ","239,99",10800 Miliamperios hora (mAh),DOOGEE,LCD,,16 GB,"2 tarjetas NANO SIM o 1 tarjeta NANO SIM + 1 tarjeta TF, Funcion OTG, Cargador rapido de 33W",DOOGEE S Punk,,,,90 Hz,DOOGEE S Punk,Polimero de Litio,,DOOGEE,Si,,50 MP,1080p,,"Bluetooth, NFC, Wifi",670 g,,,,,,,,,1.08E+4 Miliamperios hora (mAh),,2400 x 1080,,1080*2408 Pixeles,,,,1,,Android 14,,,,DOOGEE S Punk,,LCD,,,,,"6,58 Pulgadas",2024,,256 GB,,,Si,,Pantalla Tactil,,,,6 GB,"camara_frontal, GPS, camera",,16 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,"Smartphone, Barra",,4G,,16:9,DOOGEE S Punk
B0DH22T9X3,"92,.95 ","106,94",5000,XIAOMI,LCD,,4 GB,Eyector de bandeja SIM,redmi 14C,,,,,Redmi 14C,Polimero de Litio,,Xiaomi,No,Mediatek Helio G81 Ultra,,1080p,,4G,200 g,,4 GB,,,,,,,5 Miliamperios hora (mAh),,1600 x 720,,1280x720,,,1,,,Android 14,,,,MZB0HY3EU,,,,,,DIMM,"6,88 Pulgadas",2024,,128 GB,,,No,,Pantalla Tactil,,,,4 GB,"Camara asistida por AI, pantalla de 120 Hz, bateria de 5160 mAh",,4 GB,,,1 Polimero de litio (Tipo de pila necesaria),,,,,,Barra,,4G,,16:9,redmi 14C
B0DFPZGYV3,"79,.99 ","99,99",4300 Miliamperios hora (mAh),OUKITEL,LCD,,64 GB,"Cable USB tipo C, Auriculares con conector de 3,5 mm",OUKITEL C53,,,,60 hertz,OUKITEL C53,Polimero de Litio,,OUKITEL,Si,,13 MP,720p,,"Bluetooth, USB, Wifi",430 g,,,,,,,,,4.3E+3 Miliamperios hora (mAh),,720 x 1600,,720 x 1600 pixeles,,,,1,,Android 14,,,,OUKITEL C53,,,,,,,"6,6 Pulgadas",2024,,64 GB,,,Si,,Pantalla Tactil,,,,8 GB,"Nuevo Android 14 & Octa-Core Processor, Bateria de 4300mAh, 6,6"" HD+ Pantalla, 8GB RAM+64GB ROM, Camara de 13MP+5MP",,64 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Smartphone,,5G,,16:9,OUKITEL C53
B0D2QHF5X4,"219,.00 ","1299,00",5000,VIVO,AMOLED,,256 GB,"vivo V40 SE 5G, Cable USB, Funda del telefono, protector de pantalla",vivo V40 SE 5G Crystal Black,,"16,32 x 7,58 x 0,78 cm; 185,5 g",,120 Hz,vivo V40 SE 5G Crystal Black,Litio Ion,,VIVO,Si,,8 MP,50 MP or 4K,,"Bluetooth, USB, NFC, Wifi",186 g,,,,,,,,,5000 Miliamperios hora (mAh),,1920 x 1080,,1080p Full HD,,,,,,Android 14,,,,,,AMOLED,,,,,"6,67 Pulgadas",2024,,256 GB,,,Si,,Pantalla Tactil,,,,8 GB,camera,Core i5,256 GB,,,"1 Litio Ion necesaria(s), incluida(s)",,,,,,vivo V40 SE 5G Crystal Black,,5G,,16:9,vivo V40 SE 5G Crystal Black
B0DJ35H4MF,"420,.00 ",No disponible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CNQ974BZ,"899,.00 ","999,00",5000,,,5G,,,,,,256,,,,,,,,,,,,610 g,,,,Gris Titanium,,,,camera,,,1920 x 1080,,,,,,,,,,,,,,,,,,,,,,,Android 14,,,,Pantalla Tactil,,,,,,,,,,"1 Litio Ion necesaria(s), incluida(s)",Deslizador,,,,,,,,Trasera,,
B0D9LQ7KD5,"149,.99 ","1299,00",5030,Xiaomi,AMOLED,,8 GB,Eyector de bandeja SIM,Xiaomi REDMI 13,,,,90 Hz,Xiaomi REDMI 13,Polimero de Litio,,Xiaomi,Si,,,FHD 1080p,,"Bluetooth, Wifi",500 g,,,,,,,,,5.03E+3 Miliamperios hora (mAh),1.2E+3 MHz,1920 x 1080,,1080p Full HD,,,1,,,"Android 14, HyperOS",,,,MZB0GYSEU,,,,,,,"6,67 Pulgadas",2024,,256 GB,,,Si,,Microfono,,,,8 GB,"Carga rapida, bateria grande",,8 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Deslizador,,4G,,16:9,Xiaomi REDMI 13
B0C53R3TZX,"280,.00 ","399,00",5000 Modificador desconocido,,,"Bluetooth, WiFi 802.11a/b/g/n/ac/",,,A98,,"16,56 x 7,61 x 0,82 cm; 192 g",8 GB,,,,,,,,,,,,192 g,,,,Negro,,,,"camara_frontal, camera",,,1080 x 2400,,,3.5 mm,,,,,,,,,,,,,,,,,,,,Android,,,,Pantalla Tactil,,,,,,,,,,"1 Litio Ion necesaria(s), incluida(s)",Barra,,,,,,,,"Trasera, Frontal",,
B0DNYQMD8X,"129,.89 ","149,99",5160,Xiaomi,LCD,,8 GB,Cable USB,,,,,,Xiaomi Redmi 14C,Polimero de Litio,,Xiaomi,Si,,,720p,,NFC,380 g,,,,,,,,,5.16E+3 Miliamperios hora (mAh),8 GHz,1640 x 720,,,,,1,,,Androide,,,,,,,,,,,"6,88 Pulgadas",2024,,256 GB,,,Si,,Pantalla Tactil,,,,256 GB,Compatible con cargadores rapidos,AMD A Series,128 GB,,,"1 CR5 necesaria(s), incluida(s)",,,,,,Barra,,4G,,16:9,
B0DKDSXRBS,"198,.99 ",No disponible,,OPPO,,,8 GB,"Guia de seguridad x 1, Cable USB x 1, Telefono x 1, Herramienta para expulsar la SIM x 1, Guia rapida x 1",CPH2637,,,,,OPPO Reno12 F 4G,,,OPPO,No,,,,,,500 g,,,,,,,,,5E+3 Miliamperios hora (mAh),,,,,,,,,,,,,,6932169358279,,,,,,,"6,67 Centimetros",2024,,8 GB,,,No,,Pantalla Tactil,,,,,"Touchscreen, deteccion de caras, Procesador Octa Core, pantalla OLED, Resistente al agua",,256 GB,,,,,,,,,,,,,,CPH2637
B0D2HBMW85,"99,.99 ","126,99",5150,OUKITEL,LCD,,128 GB,"Protector de pantalla, Eyector de bandeja SIM, Adaptador de corriente, Cable USB, Funda del telefono",OUKITEL C51,800 Horas,"16,8 x 7,8 x 0,94 cm; 209 g",,"1,6 GHz",OUKITEL C51,Litio Ion,,OUKITEL,Si,,1080 MP,1080p,1080 Pixeles,"Bluetooth, USB, Wifi",209 g,,,,,,,,,5150 Miliamperios hora (mAh),"1,6 GHz",720 x 1600,,720x1600,,,1,1,,Android 14,,"3,5 Horas",,OUKITEL C51,,LCD,,,,,"6,8 Pulgadas",2024,,128 GB,,,Si,,Pantalla Tactil,,,,18 GB,"Altavoces estereo, Dual SIM, Telefono basico, Always On Display, Memoria expansible",,128 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Pizarra,,4G,,16:9,OUKITEL C51
B0CQQ18GQ2,"279,.99 ",20.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0DPHSL9FP,"218,.59 ","299,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0D5CWSQJD,"129,.99 ","149,99",5000 Amperio-hora,UMIDIGI,LCD,,6 GB,"1 adaptador de corriente de 10 W, 1 pelicula protectora (aplicada), 1 telefono UMIDIGI G9C, 1 funda para telefono",G9C,,"16,7 x 7,7 x 0,79 cm; 390 g",,90 Hz,G9C,Polimero de Litio,,UMIDIGI,Si,,,"1080P (Rear), 720P (Front)",,"Bluetooth, USB, NFC, Wifi",390 g,,,,,,,,,5E+3 Miliamperios hora (mAh),,720 x 1600,,720x1600,,,,,,Android 14,,,,UMIDIGI,,,,,,,"6,75 Pulgadas",2024,,128 GB,,,Si,,Pantalla Tactil,,,,6 GB,"Frecuencia de actualizacion de 90 Hz, Bluetooth 5.4, NFC, Android 14, 4 GB de RAM, 128 GB de ROM",,6 GB,,,"1 LR44 necesaria(s), incluida(s)",,,,,,,,4G,,,G9C
B0CMRV3KWB,"107,.97 ","136,24",5000 Miliamperios hora (mAh),Xiaomi,LCD,,128 GB,Cable USB,2310FPCA4G,,,,,POCO C65,Polimero de Litio,,Xiaomi,Si,Mediatek Helio G85 (12nm),"8.0, 2.0 MP",1080p,,NFC,400 g,,6,,,,,,,,,"[1440 x 720, 1080 x 2400]",,,,,1,,,Android,,,,C65,,LCD,,,,,"6,74 Pulgadas",2024,,6 GB,,,No,,Pantalla Tactil,,,,,camera,,128 GB,,,"1 CR5 necesaria(s), incluida(s)",,,,,,Barra,,4G,,,2310FPCA4G
B0C5Y53G65,"194,.99 ","299,00",4500 Modificador desconocido,,,"Bluetooth 5.3, Wifi",,,HP03277,,50 x 50 x 28 cm; 179 g,8 GB,,,,,,,,,,,,179 g,,,,Midnight Black,,,,Dual SIM,,,1080 x 2388,,,,,,,,,,,,,,,,,,,,,,,"MagicOS 7.1, Android 13.0",,,,Pantalla Tactil,,,,,,,,,,"1 Polimero de litio necesaria(s), incluida(s)",Barra,,,,,,,,"Trasera, Frontal",,
B0CN12BMRW,"199,.00 ",9.60,,,,"Bluetooth, Wifi",,,SM-A256BZKDEUE,,16 x 3 x 8 cm; 197 g,128 GB,,,,,,,,,,,,197 g,,,,Black,,,,"5G, reconocimiento de huellas dactilares",,,1080 x 2400,,,3.5 mm,,,,,,,,,,,"AMOLED, Super AMOLED",,,,,,,,,Android,,,,Pantalla Tactil,,,,,,,,,,1 Litio Ion (Tipo de pila necesaria),Barra,,,,,,,,Trasera,,
B0CN12J4Y2,"138,.52 ",No disponible,,,,"Bluetooth, Wifi",,,SM-A057GZSVEUE,,"7,78 x 0,88 x 16,8 cm; 195 g",128 GB,,,,,,,,,,,,195 g,,,,plateado,,,,"Altavoces estereo, Memoria expansible",,,1920 x 1080 ou plus,,,USB-C,,,,,,,,,,,,,,,,,,,,Android,,,,Pantalla Tactil,,,,,,,,,,"1 Polimero de litio necesaria(s), incluida(s)",Barra,,,,,,,,Trasera,,
B0CQKGMRMM,"379,.99 ",10.00,5100,Xiaomi,AMOLED,,12 GB,"Eyector de bandeja SIM, Cable USB, Funda del telefono, Adaptador de audio",N16,"11,53 Horas",,,120 Hz,Redmi Note 13 Pro 5G,,,Xiaomi,Si,Qualcomm,200 MP,4K,,Wifi,1 kg,,12 GB,,,,,,,,"2,2 GHz",1220 x 2712,,1220x2712,,,1,,,Android 13.0,,,,N16,,AMOLED,,,,,"6,67 Pulgadas",2024,,512 GB,,,No,,Pantalla Tactil,,,,12 GB,"Dual SIM, Compatible con cargadores rapidos, Carga inalambrica",Snapdragon,12 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Barra,,5G,,,N16
B0D266YCVL,"155,.08 ","199,00",5000 Modificador desconocido,,,,,,S7836604,,"16,57 x 7,6 x 0,77 cm; 186 g",,,,,,,,,,,,,186 g,,,,Azul,,,,"Internet, camera",,,1604 x 720,,,,,,,,,,,,,,LCD,,,,,,,,,Android 14,,,,Pantalla Tactil,,,,,,,,,,"1 Litio Ion necesaria(s), incluida(s)",Barra,,,,,,,,,,
B0DK3R64PY,"79,.99 ","89,99",5000 Miliamperios hora (mAh),Ulefone,LCD,,,"1 telefono Note 19, 1 cargador de CA, 1 cable de carga USB-A a USB-C (100 cm), 1 pelicula protectora (preinstalada), 1 protector de pantalla de vidrio templado, 1 funda de TPU para telefono, 1 aguja para tarjeta SIM, 1 manual de usuario en varios idiomas.",Ulefone Note 19,,"16,32 x 7,52 x 0,87 cm; 250 g",,,Ulefone Note 19,Polimero de Litio,,Ulefone,Si,,,,,4G/3G/2G/2.4G WiFi/Bluetooth,250 g,,,,,,,,,5E+3 Miliamperios hora (mAh),,1280 x 720,,1280x720,,,1,,,Android 14 Go,,,,Ulefone Note 19,,,,,,,"6,56 Pulgadas",2024,,32 GB,,,Si,,,,,,6 GB,,,32 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Barra,,4G,,,Ulefone Note 19
B0DHZ44FHF,"299,.00 ",No disponible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0DLP55HCZ,"169,.99 ","219,99",10300 Miliamperios hora (mAh),DOOGEE,LCD,,256 GB,,DOOGEE Blade 10 power,,"8,12 x 1,58 x 17,4 cm; 326 g",,90 Hz,Blade 10 Power,Litio Ion,,DOOGEE,Si,,,,,WIFI: 2.4G/5G/Bluetooth: BT5.0/FM/NFC/OTG/GPS,326 g,,,,,,,,,,,,,1080p Full HD MP,,,,,,Android 14,,,,,,,,,,,"6,6 Pulgadas",2024,,256 GB,,,Si,,"Pantalla Tactil, Botones",,,,,,,256 GB,,,"2 Polimero de litio necesaria(s), incluida(s)",,Pila,,Micro SD,,Smartphone,,,,,DOOGEE Blade 10 power
B0CXPYTGX4,"230,.94 ","1299,00",3600 Amperio-hora,,,"Bluetooth, Wifi 6",,,,,"16,16 x 7,47 x 0,75 cm; 177 g",,,,,,,,,,,,,177 g,,,,Verde,,,,"camara_frontal, camera",,,2412 x 1080,,,,,,,,,,,,,,AMOLED,,,,,,,,,Android 14,,,,Pantalla Tactil,,,,,,,,,,"1 Litio Ion necesaria(s), incluida(s)",Barra,,,,,,,,"La camara frontal tiene una resolucion de 32 MP y puede grabar video en 4K, mientras que la camara trasera cuenta con tres lentes y una resolucion total de 64+8+32 MP, incluyendo modos de disparo como macro y retrato.",,
B0D8LH33XB,"469,.00 ","499,00",5500 Modificador desconocido,,,"USB, NFC, Wifi",,,Nord 4,,"16,26 x 7,5 x 0,8 cm; 199,5 g",12 GB,,,,,,,,,,,,200 g,,,,Oasis Green,,,,"Fast Charging Support, Dual SIM, Mobile Hotspot Capability, Built-In GPS, Water Resistant",,,1080 x 2400,,,,,,,,,,,,,,AMOLED,,,,,,,,,Oxygen OS,,,,Pantalla Tactil,,,,,,,,,,,Barra,,,,,,,,Trasera,,
B0DKWVTH6R,"1.299,.99 ","1.299,99",5800 Modificador desconocido,,,"Bluetooth, USB, NFC, Wifi",,,AI2501,,"16,38 x 7,68 x 0,89 cm; 228 g",,,,,,,,,,,,,228 g,,,,Phantom Black,,,,,,,2400 x 1080,,,3.5 mm,,,,,,,,,,,,,,,,,,,,Android 15,,,,Pantalla Tactil,,,,,,,,,,"1 Polimero de litio necesaria(s), incluida(s)",Barra,,,,,,,,"Trasera, Frontal",,
B0CC32DV6P,"136,.40 ","1199,00 ",5000,Motorola,LCD,,128 GB,"Cable USB-C, Cargador de 10 W, Guia de inicio rapido, Cubierta protectora, Kit de herramientas SIM",PAYFOOO2SE,,"16,15 x 7,38 x 0,8 cm; 177,2 g",,60 Hz,moto g14,Litio Ion,,Motorola,Si,UNISOC,50 MP,"1080p, 720p",,"Bluetooth, USB, NFC, Wifi",177 g,,4 GB,,,,,,,5E+3 Miliamperios hora (mAh),2 GHz,1080 x 2400,,1080x2400 Pixeles,,,1,3,,Android 13.0,,,,PAYFOOO2SE,,,,,,,"6,5 Pulgadas",2023,,4 GB,,,Si,,Pantalla Tactil,,,,4 GB,"Funcion punto de conexion wifi, Altavoces estereo, Dual SIM, Compatible con cargadores rapidos, Memoria expansible",,128 GB,,,"1 Litio Ion necesaria(s), incluida(s)",,,,,,Bloc,,4G,,16:9,PAYFOOO2SE
B0DR8X2Y1Z,"99,.99 ","159,99",5000.0,OSCAL,LCD,,6 GB,"Cable tipo C * 1, Manual del usuario * 1, OSCAL Flat 1C Telefono Movil * 1, No incluye la tarjeta SIM., Adaptadores telefonicos espanoles * 1",OSCAL FLAT 2C Handy,,,,,,Polimero de Litio,,OSCAL,Si,,,,,,360 g,,,,,,,,,,,,,,,,5,,,Android 14,,,,OPDE-FLAT2C-BLUE2501,,,,,,,"6,56 Pulgadas",2025,"Navegador Google chrome, Tienda de juegos, Mapas, Relojes, Calendarios",64 GB,,,Si,,"Pantalla Tactil, Microfono, Botones",,,,,"Smartphone 4G, telefono movil, Telefono basico, Moviles, moviles baratos y buenos",,2 TB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,Micro SD,,,,,,2.20:1,OSCAL FLAT 2C Handy
B0BZS77DBX,"209,.79 ",No disponible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0DKP63HXT,"239,.90 ","239,90",5500 Miliamperios hora (mAh),,,"Bluetooth, NFC, Wifi",,,Note 14,,,,,,,,,,,,,,,390 g,,,,Negro,,,,"Funcion punto de conexion wifi, Funcionalidad internacional, Dual SIM, GPS integrado",,,,,,,,,,,,,,,,,,,,,,,,,,Hyper OS,,,,Pantalla Tactil,,,,,,,,,,"1 A necesaria(s), incluida(s)",Pantalla tactil,,,,,,,,"Trasera, Frontal",,
B0D95DY5QR,"57,.99 ","199,99",3000 Miliamperios hora (mAh),MsMga,LCD,,1 GB,"Adaptador de corriente, Cable USB",,,,,,MsMga Mobile-Pova5Pro,Litio Ion,,MsMga,Si,,5 MP,,,"Bluetooth, USB, Wifi",340 g,,,,,,,,,,,,,,,,10,1,,Android 9.0,,,,,,LCD,,,,,5 Pulgadas,2024,,128 GB,,,Si,,,,,,,"Touchscreen, E-Mail, USB, camara_frontal, Internet, GPS, camera, Wifi, flash",,16 GB,,,"1 Litio Ion necesaria(s), incluida(s)",,,,,,smartphone,,3G,,,
B0DNYZ58R1,"134,.27 ","139,00",5160,Xiaomi,AMOLED,,8 GB,Cable USB,14C,,,,,Redmi 14C,Polimero de Litio,,Xiaomi,Si,,,1080p,,,350 g,,,,,,,,,,,1080 x 2280,,2340x1080,,,1,,,Androide,,,,,,,,,,,"6,74 Pulgadas",2024,,256 GB,,,No,,Pantalla Tactil,,,,8 GB,"NFC, camara de alta resolucion",,256 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Barra,,4G,,,14C
B0DFWQWSSC,"179,.20 ","1299,00",5000 Miliamperios hora (mAh),,,"Bluetooth, NFC, Wifi",,,MZB0JKKEU,,,,,,,,,,,,,,,510 g,,,,Negro,,,,"Funcion punto de conexion wifi, Funcionalidad internacional, Dual SIM, Memoria expansible",,,1640x720,,,3.5 mm,,,,,,,,,,,LCD,,,,,,,,,Android U,,,,Pantalla Tactil,,,,,,,,,,"1 Polimero de litio necesaria(s), incluida(s)",Pantalla tactil,,,,,,,,"Trasera, Frontal",,
B0DM27NK9C,"199,.00 ",No disponible,5100,OPPO,LCD,,,"Guia de seguridad x 1, Cable USB x 1, Telefono x 1, Herramienta para expulsar la SIM x 1, Guia rapida x 1",OPPO A80 5G,,,,,OPPO A80 5G,Litio Ion,,OPPO,No,,,1080p,,"Bluetooth, Wifi",380 g,,,,,,,,,5.1E+3 Miliamperios hora (mAh),,,,2340x1080,,,,,,Android,,,,6932169360623,,,,,,,,2024,,256 GB,,,No,,Pantalla Tactil,,,,,"Touchscreen, Dual SIM, deteccion de caras, Procesador Octa Core, pantalla OLED",,,,,1 9 V (Tipo de pila necesaria),,,,,,Barra,,5G,,,OPPO A80 5G
B0CLLWJ418,"311,.58 ","999,99 ",5000,,,"Bluetooth, USB, NFC, Wifi",,,MZB0G7EEU,,,12 GB,,,,,,,,,,,,520 g,,,,Morado,,,,"Camara OIS de 200 MP, pantalla FHD+ AMOLED de 120 Hz, 67 W TurboCharge, proteccion IP54 contra el polvo y el agua",,,1080 x 2400,,,,,,,,,,,,,,AMOLED,,,,,,,,,Android 13.0,,,,Pantalla Tactil,,,,,,,,,,"1 Polimero de litio necesaria(s), incluida(s)",Pantalla tactil,,,,,,,,"Trasera, Frontal",,
B0DCNRR93M,"194,.03 ","289,99",15500.00,DOOGEE,LCD,,2 TB,,Fire6 Power,,6 x 20 x 28 cm; 430 g,,90 Hz,Fire6 Power,Litio Ion,,DOOGEE,Si,,,,,WIFI: 2.4G/5G /Bluetooth: BT5.0/ FM/ OTG/GPS,430 g,,,,,,,,,,,,,720*1612 HD+ MP,,,,,,Android 14,,,,FIRE6POWER,,,,,,,"6,56 Pulgadas",2025,,,,,Si,,,,,,,,,256 GB,,,"2 Polimero de litio necesaria(s), incluida(s)",,,,,,Carcasa basica,,,,,Fire6 Power
B0CNTNT6P8,"109,.98 ","149,99",6300 Miliamperios hora (mAh),DOOGEE,LCD,,8 GB,"1 x S41T Movil Resistente, 1 xType-C USB Cable, 1 xCharger, 1 xAnti-explosion film(Posted on the screen), 1 x Anti-explosion film ,1 x Card Slot Opener, 1 x Sling, 1 x Packing box, 1 x manual, 1 xwarranty card",DOOGEE S41T,,"16,2 x 7,78 x 1,62 cm; 390 g",,,doogee s41t movil resistente,Litio Ion,,DOOGEE,Si,,"2.0, 13.0 MP","1080p, 720p",,"WiFi, OTG, FM, NFC, Bluetooth",390 g,,8 GB,,,,,,,,,720 x 1440,,720 x 1440,,,,,,Android 13.0,,,,doogee s41t,,LCD,,,,,"5,5 Pulgadas",2024,,64 GB,,,Si,,Teclado,,,,8 GB,"Radio, Internet, GPS, camera",,8 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Barra,,4G,,16:9,DOOGEE S41T
B0CNK3KJJ3,"143,.27 ","179,00",5000 Modificador desconocido,ATI,LCD,,8 GB,Cable USB,Redmi 13C,,,,,MZB0FT4EU,,,Xiaomi,Si,MediaTek,8 MP,8 megapixels,8 Pixeles,USB,189 g,,8 GB,,,,,,,,,1080 x 2400,,,,,1,,,Android 13.0,,,,Redmi 13C,,,,,,,"6,74 Pulgadas",2023,,256 GB,,,No,,Panel tactil,,,,8 GB,camera,,256 GB,,,"1 Polimero de litio necesaria(s), incluida(s)",,,,,,Barra,,4G,,,Redmi 13C
B0C6FDCPB1,"101,.09 ","108,95",5000 Miliamperios hora (mAh),,,"Bluetooth, NFC, Wifi",,,23053RN02Y,,"0,82 x 7,63 x 16,86 cm; 198,5 g",4 GB,,,,,,,,,,,,199 g,,,,Negro,,,,"Funcion punto de conexion wifi, Funcionalidad internacional, Dual SIM, Compatible con cargadores rapidos, GPS integrado",,,2460x1080,,,3.5 mm,,,,,,,,,,,,,,,,,,,,"MIUI 14, Android",18 metros,,,Pantalla Tactil,,,,,,,,,,"1 Polimero de litio necesaria(s), incluida(s)",Pantalla tactil,,,,,,,,"Trasera, Frontal",,
B0CR3YMJWG,"231,.53 ","1299,00",5000,,,USB,,,Xiaomi Redmi Note 13 Pro,,18 x 9 x 6 cm; 190 g,8 GB,,,,,,,,,,,,190 g,,,,Verde,,,,"Internet, camera",,,1080 x 2400,,,,,,,,,,,,,,AMOLED,,,,,,,,,Android,,,,Pantalla Tactil,,,,,,,,,,1 Polimero de litio (Tipo de pila necesaria),Smartphone,,,,,,,,,,
