_id,Potencia nominal de la bateria,precio_actual,precio_anterior,Capacidad de almacenamiento digital,Marca,Sistema operativo,Tamano de la pantalla,Tipo de pantalla,Ano del modelo,Memoria RAM,Altura (cm),Anchura (cm),Profundidad (cm),Peso (g)
B0D7Q966MY,10300.0,139.99,499.99,,fossibot,androide 14,6.75,lcd,2024.0,12.0,,,,
B09RZYJ9PG,5000.0,269.0,269.0,,,,,amoled,,8.0,69.0,24.0,2.5,193.0
B0CN2TJYL6,6300.0,116.99,569.99,128.0,doogee,android 13.0,5.58,lcd,2024.0,8.0,,,,
B07MTXWLRP,3400.0,268.16,268.16,,,,,,,8.0,14.2,7.04,0.78,157.0
B0B4PL3FGW,2200.0,56.56,,,luqeeg,android 6.0,5.0,,,32.0,,,,
B0C7H73JP2,1400.0,28.11,29.9,,,,,lcd,,,11.12,5.27,1.35,240.0
B0DJ2XZHLZ,4500.0,209.0,499.99,256.0,honor,android 14,6.7,amoled,2024.0,8.0,,,,
B0B8Z9C2YV,2800.0,,,,zunate,android 6.0,4.66,lcd,,32.0,,,,
B07KVX2G29,,184.0,499.99,,motorola,android,,amoled,,8.0,,,,
B0C3LYJT6X,,129.99,199.99,,cubot,android 13.0,6.58,lcd,2024.0,8.0,16.57,7.58,0.97,217.0
B0CQ2Y672K,,62.81,499.99,,tbest,android 4 4,,,,,,,,
B0B3MCW4YR,8380.0,424.99,499.99,,,,,,,8.0,17.62,8.35,1.77,367.0
B0CNK3KJJ3,5000.0,143.27,179.0,256.0,xiaomi,android 13.0,6.74,lcd,2023.0,8.0,,,,
B0DGXZK6LX,5010.0,109.99,149.99,,,,,,,,16.8,7.67,0.83,190.0
B0DPXNHN3F,5000.0,1579.0,149.99,,,,,,,,,,,
B0BLYSJHG3,13000.0,229.99,149.99,256.0,oscal,android 12.0,6.67,amoled,2025.0,6.0,17.4,8.14,1.89,50.0
B0DHRYY5XJ,5150.0,129.99,,256.0,oukitel,android 14,6.7,hd+,2024.0,24.0,,,,
B0D7VV8DC4,10800.0,189.99,146.99,256.0,doogee,android 14,6.58,lcd,2024.0,16.0,17.88,8.31,1.79,420.0
B0CKZ8FXP2,5200.0,149.99,179.95,,cubot,android,6.58,ips,2023.0,,16.5,7.6,1.0,217.0
B0DCNSYMQQ,10800.0,189.99,329.99,256.0,doogee,android 14,6.58,lcd,2025.0,16.0,17.85,8.31,1.79,422.0
B0BNJVY7NS,,18.88,,,alcatel,,,,,,,,,
B08MZP4JSG,,269.99,149.99,128.0,doogee,android 10.0,6.22,led,,8.0,16.7,8.14,1.55,310.0
B06XW8Q72D,3000.0,199.98,,64.0,samsung,android,5.8,amoled,2017.0,4.0,14.9,6.8,0.8,152.0
B0DFPZGYV3,4300.0,79.99,99.99,64.0,oukitel,android 14,6.6,lcd,2024.0,8.0,,,,
B0DJ1LK2MZ,15080.0,339.0,,256.0,cxpmy,android 13.0,,lcd,,12.0,,,,
B0C6F9Y43N,5000.0,126.0,1299.0,,,,,lcd,,2.0,,,,
B0DMZ6QMKQ,10300.0,169.99,219.99,,doogee,android 14,6.6,lcd,2025.0,,17.4,8.12,1.58,362.0
B0D97XYXVT,5000.0,249.0,249.0,,,,,,,,12.68,12.52,11.42,340.0
B0CFV2DRV6,5150.0,89.99,119.99,,oukitel,android 14,6.56,lcd,2023.0,12.0,16.37,7.54,0.92,199.0
B0BPGH5LY8,6300.0,129.99,569.99,,doogee,android 12.0,5.5,amoled,,6.0,16.25,7.78,1.62,262.0
B0DQTBFSW9,2850.0,64.99,89.99,,xgody,android 14,5.5,lcd,2025.0,16.0,,,,
B0CQYWG2T8,5000.0,156.8,249.0,,,,,amoled,,8.0,16.22,7.55,0.8,188.0
B0DQDD94KN,5100.0,125.99,149.0,,oppo,android 14,6.67,lcd,2024.0,4.0,,,,
B0D4M985GZ,5150.0,109.99,149.99,128.0,doogee,android 14,6.56,lcd,2024.0,8.0,,,,
B0DS1VS2VJ,6000.0,305.43,318.99,,xiaomi,android,6.67,amoled,2025.0,8.0,16.08,7.52,0.83,200.0
B0DG55RN6Q,23800.0,859.99,499.99,,8849pro,android 13.0,6.79,lcd,2024.0,18.0,,,,
B0DB85DRHX,8680.0,499.99,639.99,512.0,doogee,androide 14,6.78,lcd,2024.0,36.0,18.37,8.39,1.63,383.0
B0DNFJN16X,,399.0,329.99,,realme,android 14,6.78,amoled,2024.0,,16.2,7.51,0.87,500.0
B0CJP4TZBD,,193.95,193.95,,xiaomi,,6.58,,,4.0,,,,
B0C3BP7QZ5,,22.38,499.99,,fockety,,,,,,,,,
B0B31F47DH,1000.0,19.99,54.98,,,,,,,1.0,11.6,5.0,1.4,170.0
B0D6YYX6WK,10200.0,389.99,,512.0,cubot,android 14,6.58,lcd,2024.0,32.0,,,,
B0BVZ65S6Y,,76.19,549.0,,xiaomi,android,6.71,,,4.0,16.88,7.64,0.88,192.0
B0CTHYFH35,5000.0,449.99,629.9,,,,,amoled,,12.0,,,,
B0BWNCMTT9,,261.92,999.99,,,,,superamoled,,8.0,,,,
B0B63GDZ1T,,191.0,999.99,,oppo,android 10.0,6.55,amoled,2019.0,12.0,,,,
B0D3TGG2QX,5149.0,149.99,149.99,256.0,doogee,android 14,6.56,lcd,2024.0,16.0,16.38,7.58,0.86,186.0
B0D6VXFV6K,4300.0,99.99,149.99,64.0,oukitel,android,6.6,lcd,2024.0,8.0,,,,
B0CTHYTJGP,5000.0,556.71,579.9,,,,,amoled,,12.0,,,,
B0CTG3JNMF,6000.0,149.99,169.99,,umidigi,android 13.0,6.53,lcd,2024.0,6.0,17.21,8.38,1.29,510.0
B0DHRQCB1G,5100.0,109.99,129.99,128.0,cubot,android 14,6.75,lcd,2024.0,12.0,,,,
B09RKHJ9S3,3700.0,449.99,449.99,128.0,samsung,android 12.0,6.1,amoled,2022.0,8.0,,,,
B0CFGBKRMT,,87.49,499.99,,dauz,,6.6,,,,,,,
B00JC8MD7Y,4500.0,279.99,279.99,,,,,superamoled,,6.0,16.36,7.6,0.77,179.0
B0BCKZ64JN,5000.0,85.14,569.99,,,,,,,2.0,36.58,27.94,12.7,250.0
B084XRF3MG,,33.23,499.99,,,,,,,,,,,
B0BG5Z1Q2D,3000.0,55.99,1299.0,,hyrich,android 9.0,5.0,lcd,2018.0,1.0,,,,
B09W25BG2T,,159.99,159.99,,,,,led,,4.0,15.82,7.67,1.46,256.0
B09QH6KD26,5000.0,128.69,128.69,,,,,amoled,,6.0,15.98,7.38,0.81,179.0
B08HJDNNQY,1.0,599.0,499.99,,,,,,,8.0,16.51,7.64,0.93,218.0
B082WFVKL7,4000.0,229.74,369.0,128.0,samsung,android 10.0,6.5,superamoled,2020.0,6.0,15.85,7.36,0.79,172.0
B0BYMPG5KL,,284.0,,,samsung,,,,,,,,,
B08XYN28KT,4000.0,36.99,149.99,,gegong,,5.8,,,4.0,,,,
B0CP17PN8H,5000.0,123.89,130.02,,,,,,,4.0,16.8,7.8,0.8,192.0
B0C818XP65,10600.0,229.99,999.99,256.0,cubot,android 13.0,6.58,lcd,2023.0,24.0,17.2,8.16,1.77,390.0
B0DJDG6XGG,,145.9,999.99,256.0,meizu,android 14,6.78,lcd,2024.0,8.0,16.87,7.52,0.83,500.0
B0CM11XZNB,10600.0,179.99,,128.0,fossibot,android 13.0,5.45,amoled,,15.0,15.57,7.62,2.03,340.0
B0DLN1CVRZ,5000.0,129.99,,,blackview,android 14,6.56,lcd,2025.0,12.0,,,,
B0CLLX5B1N,5000.0,182.11,499.99,,,,,amoled,,6.0,,,,
B0CSFVKV5S,,380.0,499.99,,,,,amoled,,,18.6,9.1,6.0,540.0
B01BWV9A42,3600.0,179.0,179.0,,samsung,android,5.1,superamoled,2016.0,4.0,14.25,6.96,0.79,151.95
B0CN12NG6D,,141.13,499.99,,,,,,,,16.8,7.78,0.88,195.0
B0CSVS3FNK,5000.0,884.99,1459.0,,,,,,,,18.0,9.0,3.0,340.0
B0BFJ8FW3D,5000.0,129.52,499.99,,xiaomi,android 12.0,6.52,amoled,2021.0,2.0,,,,
B0DJ345581,,595.99,25.01,,xiaomi,miui (xiaomi's custom version of android),,amoled,2022.0,12.0,,,,
B0DPFBNN38,10200.0,259.99,309.99,512.0,doogee,android 14,6.72,lcd,2025.0,24.0,17.81,8.42,1.57,368.0
B0DHGYXQVK,1600.0,59.99,69.9,,,,,,,,,,,
B0CP2D5XZL,3000.0,54.79,,,tosuny,android 10.0,5.0,lcd,,16.0,,,,
B0CY5136K3,5000.0,259.0,279.0,,,,,,,,16.33,7.47,0.84,199.0
B0BVZQVHDJ,5000.0,140.0,549.0,128.0,motorola,android 13.0,6.5,lcd,2018.0,8.0,,,,
B08WWHJFLR,4500.0,278.99,349.0,,,,,superamoled,,,15.99,7.51,0.84,365.0
B0DNFB4D6H,5000.0,139.9,149.99,,vivo,android 14,,,2023.0,4.0,,,,
B0CXHC9B82,3000.0,56.99,59.99,,mcmgc,android 9.0,5.0,lcd,2024.0,1.0,,,,
B0D8TDJ1DB,5180.0,139.99,,,oscal,android 14,6.75,lcd,2024.0,16.0,16.32,7.52,0.87,195.0
B0DLK16YL7,5000.0,75.99,89.99,,ulefone,android 14,6.56,lcd,2023.0,3.0,,,,
B0DLNM2N1D,5000.0,89.0,109.99,,blackview,android 14,6.56,lcd,2025.0,12.0,,,,
B0DPHBX2Q9,,156.0,549.0,,samsung,android,,,,,164.4,77.0,7.9,280.0
B0CDWGXHGC,,87.52,,,dauz,,,,,,,,,
B0D4PMXL19,4500.0,207.0,499.99,,,,,amoled,,,,,,
B0BW66P9XN,5000.0,227.99,227.99,,,,,,,8.0,,,,
B0CNQ5WD9K,5000.0,1055.83,549.0,,,,,,,,,,,
B0DFGS5NFN,3600.0,110.99,115.0,,,,,lcd,,,16.57,7.6,0.77,186.0
B0D8TFQPCL,5000.0,139.99,,,oscal,movil android 13,6.78,lcd,2024.0,24.0,16.85,7.66,0.83,198.0
B0B7KJS9K4,,54.14,,,cuifati,android 4.4,4.5,,,4.0,,,,
B0CB8YVK36,,,,,doact,android 10.0,6.6,,,,,,,
B0CY5DH5VG,23800.0,749.99,499.99,,8849,android 13.0,6.79,lcd,2024.0,16.0,17.9,8.6,3.1,696.0
B0B3R9C126,5180.0,159.99,569.99,,doogee,either android or ios,6.0,lcd,2023.0,6.0,16.2,7.7,1.0,266.0
B0D31ZZXLF,3600.0,276.0,999.99,,motorola,android,6.67,lcd,,8.0,,,,
B0CV11PDWS,5000.0,255.44,,,,,,superamoled,,,,,,
B0C3XNCQDC,3500.0,64.23,,,leyt,android 10.0,5.0,lcd,,32.0,,,,
B0BD8NXHNL,3500.0,93.5,,,,,,lcd,,0.0,14.0,14.0,7.0,350.0
B0DMCZGN9M,5000.0,239.99,329.99,256.0,blackview,android 14,6.67,amoled,,24.0,16.48,7.56,0.87,200.0
B0CZXTM9GB,5000.0,379.0,499.0,,,,,superamoled,,8.0,12.68,12.52,11.42,340.0
B09ZHGZ7YS,5000.0,85.78,129.0,,,,,lcd,,2.0,16.37,7.64,0.78,194.0
B0D47MZ2Z1,5000.0,589.95,999.99,256.0,xiaomi,android 13.0,6.67,amoled,2024.0,12.0,,,,
B07VZY57MP,3500.0,246.57,499.99,256.0,samsung,android,6.3,amoled,2020.0,8.0,15.1,7.18,0.79,168.0
B0BNLZ6GXH,16.0,685.0,549.0,,apple,ios 16,6.7,oled,2019.0,,13.34,3.18,0.05,436.0
B09MJQGX2W,2227.0,335.0,499.99,,,,,oled,,,,,,
B0D8L9DBQM,10600.0,159.99,499.99,,oukitel,android 14,6.52,lcd,2024.0,16.0,17.42,8.23,1.74,370.0
B0DKN7GNP6,18.0,79.99,149.99,,blackview,android 14,6.56,lcd,2024.0,2.0,,,,
B0C4NG1QS6,3000.0,56.99,499.99,,jtqtj,android 9.0,5.0,lcd,,1.0,,,,
B0CMGVXB9V,6300.0,146.99,199.99,128.0,oukitel,android 14,2.36,lcd,2024.0,4.0,16.4,8.15,1.54,580.0
B00IRZ8EQC,,245.0,499.99,,samsung,android,4.3,lcd,2013.0,1.0,10.41,5.84,1.27,77.11
B0D2D2TQ68,4500.0,209.0,229.0,,honor,android 14,,amoled,,8.0,,,,
B09SHWGFJC,5000.0,273.57,499.99,128.0,samsung,android 12.0,6.4,oled,2022.0,6.0,69.0,24.0,2.5,186.0
B0D43HDGMP,,145.43,,,,,,,,,,,,
B0CR3XCB81,,347.0,364.0,,,,,oled,,12.0,16.14,7.42,0.89,205.0
B08Q8LX9L2,4000.0,244.07,499.99,,,,,amoled,,8.0,15.17,7.12,0.79,171.0
B0B8ZF9ZPV,2800.0,112.25,,,zunate,android 6.0,4.66,lcd,,32.0,,,,
B0CT8QRFJ4,6280.0,119.99,99.99,,hotwav,android 13.0,6.52,oled,2024.0,4.0,17.5,8.3,1.3,300.0
B09WMQZMMW,6000.0,368.99,149.99,256.0,doogee,android 11.0,6.3,amoled,2022.0,8.0,17.2,8.2,1.55,320.0
B0DKB8V6WS,5000.0,99.99,329.99,64.0,blackview,android 14,6.56,amoled,2024.0,2.0,16.32,7.52,0.87,193.0
B0BQRS2HZ7,5000.0,785.7,499.99,,,,,amoled,,8.0,,,,
B0CQKDDCVK,5000.0,159.0,181.52,,xiaomi,android,6.67,amoled,2024.0,8.0,10.0,5.0,1.27,174.5
B0D8LH632G,5500.0,499.0,599.0,,,,,oled,,16.0,16.26,7.5,0.8,199.5
B0D4MFT832,5150.0,109.99,149.99,128.0,doogee,android 14,6.56,lcd,,,,,,
B075P82KXM,,13328.98,149.99,,brondi,android,1.77,,2017.0,32.0,12.0,8.0,5.0,200.0
B085RBT8KW,,199.99,499.99,,oukitel,android 9.0,6.3,oled,2020.0,6.0,17.4,8.1,1.73,370.0
B0D1VKLSDM,5150.0,109.99,499.99,,oukitel,android 13.0,6.6,fhd+,2024.0,24.0,,,,
B0CYLGNKZP,3000.0,56.99,569.99,,jtqtj,android 9.0,5.0,lcd,2023.0,1.0,,,,
B0866BJTL9,,89.99,54.98,,cocomm,,,,,,16.3,4.9,2.0,200.0
B0BYCGTQBP,3000.0,56.99,,,mcmgc,android 9.0,5.0,lcd,2023.0,1.0,,,,
B0DRFJR1R3,5110.0,179.1,,256.0,xiaomi,"android 14, hyperos",6.67,oled,2024.0,8.0,,,,
B09C1X76CG,1.0,54.9,569.99,,,,,,,1.0,85.0,60.0,60.0,290.0
B0DNZ2FR46,5000.0,93.0,99.0,128.0,xiaomi,androide 14,6.7,lcd,2023.0,4.0,,,,
B07RJ14MQY,,249.99,,64.0,google,android,5.6,oled,2019.0,4.0,15.13,0.82,0.7,147.0
B0CJ9QCV68,5000.0,161.7,499.99,,,,,,,8.0,,,,
B08XBZG7JC,,115.52,499.99,,sorandy,,,,,,,,,
B09M3W36MN,4500.0,368.38,499.99,,samsung,android,6.4,amoled,2021.0,6.0,15.57,7.45,0.79,177.0
B0DB5SNQ67,2000.0,69.99,569.99,,,,,,,,15.0,8.0,4.5,138.0
B0D8BRYV9D,10100.0,299.99,379.99,256.0,doogee,android 14,6.72,lcd,2025.0,,17.95,8.25,1.6,364.0
B0C7C1VVG6,9600.0,269.99,499.99,256.0,ulefone,android 14,6.58,lcd,2023.0,16.0,,,,
B0BDQ5C7YX,,59.03,499.99,,dpofirs,android 6.0,2.5,lcd,,1.0,,,,
B0DQD4LZLH,5000.0,249.0,349.0,,,,,,,,,,,
B0B8ZKF6B6,2200.0,49.38,,,ciciglow,android 6.0,4.66,,,4.0,,,,
B0D6GMV7XC,5150.0,119.99,569.99,128.0,doogee,android 14,6.56,lcd,2024.0,9.0,17.27,8.0,1.1,252.0
B08P7M64BJ,1400.0,46.99,46.99,,,,,lcd,,4.0,12.3,2.3,1.2,99.0
B0C1GPK2LX,10600.0,139.99,999.99,,fossibot,android 12.0,5.45,lcd,2024.0,4.0,,,,
B0BWNXRP3Q,,61.91,,,akozon,,5.5,,2014.0,4.0,,,,
B0CBL36NK4,2400.0,31.14,,,jectse,android one,,,,16.0,,,,
B0D7D39H1P,,48.27,999.99,,pusokei,android 10.0,1.77,led,,16.0,,,,
B0956DPGBF,,61.99,,,zunate,android 6.0,5.45,,,,1.0,1.0,1.0,339.0
B0CDRLC8D4,,79.55,,,heepdd,,,,,,,,,
B0DGLLWPMM,11000.0,249.99,259.99,256.0,oukitel,android 14,6.56,ips,2025.0,24.0,17.2,8.1,1.53,670.0
B0D3FCTN4C,5000.0,309.0,443.3,,,,,amoled,,8.0,16.05,7.44,0.78,179.0
B0CJCHLJ1C,800.0,24.0,29.99,,volfen,nucleus os,2.8,led,2024.0,32.0,13.86,11.21,8.21,368.0
B0DCYV2B1R,,279.99,329.99,,blackview,android 13.0,6.7,lcd,2024.0,,,,,
B0B6411NSJ,4500.0,349.99,,,,,,superamoled,,,45.0,35.0,12.0,310.0
B0CN13CLQF,6300.0,119.99,159.99,128.0,doogee,android 13.0,5.5,lcd,2024.0,8.0,16.2,1.62,1.6,262.0
B0D1GD4SXB,5000.0,151.95,199.99,,,,,,,6.0,12.68,12.52,11.42,400.0
B0CSFV5FT4,5000.0,319.99,,256.0,xiaomi,android 14,6.67,amoled,2024.0,8.0,,,,
B0CZ6TM9WF,3290.0,499.0,499.99,,nubia,android 13.0,6.9,oled,2024.0,8.0,17.0,7.55,0.7,209.0
B0DFMP95HF,5000.0,798.9,999.99,,,,,lcd,,,,,,
B0B8NXSLNM,2800.0,48.1,,,elprico,android 6.0,,,,8.0,,,,
B0CGVP8NRC,4575.0,488.93,999.99,,,,,oled,,8.0,15.05,7.08,0.89,187.0
B0CQJY9JYT,5000.0,119.9,124.84,,samsung,android 13.0,6.7,amoled,2024.0,4.0,,,,
B0DLNDG3ZC,5000.0,129.99,329.99,,blackview,android 14,6.56,lcd,2025.0,4.0,,,,
B00XHYJ2XW,,1335.0,499.99,,thuraya,thuraya,6.1,lcd,,32.0,,,,
B0B1PV8Z1C,3300.0,99.99,146.99,,,,,,,3.0,15.53,7.34,0.85,153.0
B0D3858PHQ,5000.0,429.0,429.0,,xiaomi,android 13.0,6.67,amoled,2024.0,12.0,,,,
B07VYS2M9D,,449.99,,,samsung,android,6.3,,,,16.23,7.72,0.79,198.0
B0DK4Q5BCF,5180.0,159.99,199.99,128.0,blackview,android 14,6.56,amoled,,12.0,17.47,8.15,1.35,285.0
B0CNR4SN1Q,4999.0,132.59,147.52,,xiaomi,android,6.74,amoled,,8.0,,,,
B0DBKLHQQJ,3000.0,57.99,569.99,,jtqtj,android 9.0,5.0,lcd,,1.0,,,,
B0D2H7LK22,5150.0,99.99,129.99,128.0,oukitel,android,6.8,lcd,2024.0,18.0,16.8,7.8,0.94,209.0
B0CBPSB8NW,6300.0,149.99,169.99,128.0,ulefone,android 14,6.52,lcd,2023.0,10.0,17.3,8.3,1.35,770.0
B0CLM9X2PP,5000.0,122.99,499.99,128.0,xiaomi,android 13.0,6.74,lcd,2023.0,4.0,,,,
B084Z436NC,,27.71,,,garsent,,1.77,lcd,,8.0,12.0,9.0,7.0,120.0
B0DGXCJ5BW,5000.0,159.99,999.99,256.0,blackview,android 13.0,6.78,lcd,2024.0,16.0,,,,
B0CZ3YSRV9,4500.0,98.99,999.99,128.0,el,android 12.0,6.52,,2024.0,4.0,16.4,7.4,0.92,180.0
B0DGXXTBLJ,5010.0,199.99,219.99,,,,,,,,16.45,7.54,0.9,192.0
B0DJQFBMY8,10600.0,209.99,999.99,256.0,oukitel,android 14,6.52,lcd,2024.0,24.0,,,,
B0DHH2RS9K,1600.0,59.9,69.9,,,,,,,,,,,
B0DKP7RCTJ,5500.0,199.99,229.9,,,,,,,,,,,
B0D8BR4CDP,10100.0,299.99,379.99,256.0,doogee,android 14,6.72,lcd,2025.0,32.0,17.95,8.25,1.6,364.0
B097P17X3V,4300.0,599.0,499.99,,,,,amoled,,8.0,159.96,73.76,7.78,175.0
B0BXFKD5GP,4600.0,819.99,899.0,,,,,oled,,12.0,16.12,7.4,0.86,197.0
B0CTMLV1PR,1200.0,79.93,89.0,,,,,,,,,,,
B0CTMM8S86,5000.0,179.99,499.99,,,,,,,,16.7,7.5,0.8,195.0
B01BYD0ZRO,3600.0,186.0,499.99,,samsung,android,5.5,amoled,2016.0,4.0,15.09,7.26,0.77,157.0
B0CHP11VXC,10600.0,169.99,999.99,,oukitel,android 13.0,6.52,lcd,2023.0,15.0,,,,
B0DHDRPRDC,1600.0,59.99,69.9,,,,,,,,,,,
B0CHP1LXTT,10600.0,169.99,239.99,256.0,oukitel,android 13.0,6.52,lcd,2023.0,16.0,,,,
B0DG2Y8PXJ,4300.0,89.99,119.99,128.0,oukitel,android 14,6.52,lcd,2025.0,16.0,,,,
B0948CVYTX,4000.0,319.73,,,,,,amoled,,8.0,15.17,7.12,0.79,169.0
B09RNDTXJX,5000.0,284.99,319.0,,,,,,,6.0,16.56,7.7,0.84,198.0
B0B1VDGS1K,5000.0,909.0,,,,,,,,,16.54,7.69,0.84,192.0
B0CF9W8XQC,6150.0,228.67,569.99,,,,,,,6.0,18.0,9.0,2.0,280.0
B0D2L33VQ8,5500.0,377.9,549.99,,,,,,,8.0,,,,
B0D4LZJ3ZG,3000.0,56.99,59.99,,msmga,android 9.0,5.0,lcd,,1.0,,,,
B0DSMKWQKC,,25.99,,,ivanky,,,,,,,,,
B0DFGK5Q59,5100.0,150.0,150.0,,,,,lcd,,,16.57,7.6,0.77,200.0
B0DCHY2N3P,15080.0,280.49,329.99,256.0,blackview,android 13.0,6.7,amoled,,8.0,18.46,8.56,2.28,516.0
B0DH4DTQYB,,16.98,299.99,,sparkledot,,,,,,,,,
B00TKALUDC,800.0,42.02,999.99,,ttfone,ttfone,2.0,lcd,2015.0,,9.3,4.8,1.8,75.0
B0DFP5WQSQ,4300.0,99.99,,128.0,oukitel,android 14,6.52,lcd,2024.0,8.0,16.0,7.0,0.9,460.0
B0D95F21B3,3000.0,57.99,149.99,,msmga,android 9.0,5.0,lcd,2024.0,1.0,,,,
B0CXHWPMFT,3000.0,56.99,59.98,,mcmgc,android 9.0,5.0,lcd,2024.0,1.0,,,,
B0B8ZN665H,2200.0,49.43,,,ciciglow,android 6.0,,,,4.0,,,,
B0DM67VYSC,6150.0,879.0,499.99,,nubia,nebula aios (basado en android 15),6.85,amoled,2025.0,12.0,16.43,7.71,0.86,228.0
B0C5ZNHJGC,9600.0,329.99,,256.0,ulefone,android 13.0,6.58,amoled,2022.0,8.0,17.6,8.16,1.81,409.0
B0D6VX68ZJ,4300.0,99.99,569.99,64.0,oukitel,android 14,6.6,lcd,2024.0,8.0,,,,
B0BSLKFY68,5000.0,99.99,119.0,,,,,lcd,,2.0,50.0,50.0,28.0,179.0
B0DKDT5XMD,,219.0,,256.0,oppo,,6.67,,2024.0,8.0,,,,
B0BVZQGL7R,5000.0,199.0,199.0,,,,,,,4.0,,,,
B0DCNS8NJM,10400.0,319.99,379.99,,doogee,android 14,6.56,lcd,2025.0,16.0,28.0,20.0,6.0,343.0
B0CPXYTPYG,5000.0,304.99,499.99,,,,,amoled,,12.0,,,,
B07XQBG9ND,1400.0,89.99,109.99,512.0,ttfone,android,2.8,lcd,2019.0,4.0,10.8,5.5,2.0,128.0
B0DVH4PRZP,1150.0,34.9,,,,,,,,,,,,
B0D6LDZTTM,5000.0,93.0,1299.0,,motorola,android,,lcd,,8.0,16.35,7.45,0.8,500.0
B0DFH43528,4300.0,99.99,199.99,128.0,oukitel,android 14,6.52,lcd,2024.0,8.0,16.0,7.0,0.9,450.0
B0CP184K7G,5000.0,127.99,127.99,,,,,lcd,,4.0,16.8,7.8,0.8,192.0
B0B8NTFRQT,,57.97,,,elprico,android 6.0,4.66,,,8.0,,,,
B0CQRD4R7D,5000.0,125.49,549.0,,,,,,,6.0,16.46,7.54,0.76,500.0
B0D796T434,10300.0,139.99,149.99,64.0,fossibot,android 14,6.74,lcd,2024.0,12.0,,,,
B0CVQ7DDS3,5000.0,337.34,499.99,,,,,,,8.0,17.0,9.0,2.0,213.0
B0D2RR7JQZ,5000.0,85.44,1299.0,,,,,,,,16.35,7.45,0.8,181.0
B0CR2TLXJB,,301.99,321.0,,,,,amoled,,12.0,10.0,5.0,1.27,530.0
B0BZV2LKQX,5080.0,89.99,999.99,,oscal,android,6.5,lcd,2024.0,7.0,16.46,7.68,0.94,193.0
B0CGF22DYX,,87.69,499.99,,tonysa,android 8.1,3.0,lcd,,2.0,,,,
B0BGLC9F3G,4500.0,99.99,999.99,,ulefone,android 12.0,6.52,amoled,2021.0,3.0,18.05,9.11,5.5,189.0
B0BZRSGGWV,,133.79,499.99,,,,,,,,16.15,7.76,1.5,273.0
B0D7V1FCLD,5060.0,1079.0,1299.0,,,,,,,,16.27,7.66,0.85,210.0
B0C2QH6MNQ,10600.0,119.99,149.99,64.0,oukitel,android 13.0,6.52,lcd,2024.0,7.0,16.0,6.0,1.0,350.0
B0CFNVHPR8,,62.87,,,akozon,,,,,,,,,
B07YWSKJRY,4500.0,119.0,,,xiaomi,android,6.2,lcd,2019.0,3.0,,,,
B0CVX5D7HH,6320.0,149.99,169.99,,ulefone,android 14,5.45,lcd,2024.0,6.0,17.3,8.3,1.3,300.0
B0D8BDTNKY,6300.0,119.99,149.99,128.0,doogee,android 13.0,5.5,lcd,2024.0,8.0,16.25,7.78,1.62,262.0
B0DH23VGF7,900.0,49.99,499.99,,joyzap,android 9.0,3.0,lcd,2024.0,2.0,9.02,4.75,1.26,137.0
B0DJT58WGZ,5100.0,129.94,999.99,,,,,,,,17.26,8.12,1.28,268.0
B00XAD2IC2,1.0,1085.0,1299.0,,thuraya,android 10,,lcd,1990.0,16.0,13.0,5.0,3.0,212.0
B0DMW7WM42,10100.0,369.99,469.99,512.0,doogee,android 14,6.72,lcd,2025.0,32.0,17.95,8.25,1.6,364.0
B0DFWGW6X6,5000.0,195.99,,256.0,motorola,android 13.0,6.5,oled,2024.0,8.0,15.98,7.44,0.76,160.0
B0CBDV7J57,4400.0,139.99,499.99,128.0,ulefone,android 13.0,6.52,amoled,,4.0,16.5,7.64,0.87,184.0
B0CLQYJ42Z,5180.0,119.99,499.99,128.0,blackview,android 13.0,6.5,amoled,2022.0,4.0,16.42,6.2,0.9,184.0
B0CNYJJD2T,5150.0,109.99,569.99,,doogee,android 14,6.56,lcd,2024.0,8.0,16.38,7.58,0.86,200.0
B0DNF2251L,6000.0,135.99,329.99,128.0,ulefone,android 14,6.75,amoled,,8.0,16.78,7.74,0.91,217.0
B0CP187PNW,5000.0,138.48,138.48,,,,,,,8.0,,,,
B0BTHHL5L4,4500.0,268.99,268.99,,,,,,,6.0,50.0,50.0,28.0,179.0
B0CXTCNJM7,,123.99,,,el,android 13.0,6.8,,,,,,,
B0CLV839RH,3000.0,169.99,569.99,,doogee,android 13.0,4.5,amoled,2023.0,,12.95,5.84,1.27,155.0
B07HKNF367,3300.0,163.13,549.0,64.0,samsung,android 8.0,6.0,amoled,2018.0,4.0,15.98,7.68,0.75,347.4
B0C7H2HHK1,5000.0,374.78,499.99,,,,,amoled,,12.0,50.0,50.0,28.0,183.0
B0CG91MG51,10600.0,189.99,199.99,,cubot,android 13.0,6.52,lcd,2024.0,12.0,,,,
B0CPXYTPYC,5000.0,197.1,1299.0,,,,,amoled,,12.0,,,,
B0DQGMFWDY,23800.0,559.99,,,8849,android 14,6.79,lcd,2024.0,12.0,,,,
B0C4DRRN86,3000.0,58.34,999.99,,mcmgc,android 9.0,5.0,lcd,,1.0,,,,
B08457V863,500.0,53.43,69.9,,,,,lcd,,,10.6,5.3,2.3,110.0
B0BZ7R2MPQ,5000.0,195.99,195.99,128.0,xiaomi,android,6.67,amoled,2023.0,6.0,,,,
B0CY2KV41P,,168.0,249.0,,,,,,,12.0,16.16,7.38,0.8,177.0
