_id,Potencia nominal de la bateria,precio_actual,precio_anterior,Capacidad de almacenamiento digital,Marca,Sistema operativo,Tamano de la pantalla,Tipo de pantalla,Ano del modelo,Memoria RAM,Altura (cm),Anchura (cm),Profundidad (cm),Peso (g)
B0BW9S5XKZ,1.0,389.99,451.74,,,,,,,1.0,,,,
B0CBRS5D4K,,179.99,199.99,,umidigi,android 13.0,6.7,lcd,2023.0,8.0,16.7,7.5,0.8,195.0
B0D8TCCP26,5180.0,139.99,239.99,,oscal,android 14,6.75,lcd,2024.0,16.0,16.32,7.52,0.87,195.0
B0DHGGKJFJ,,229.99,,,orico,,,,,,8.3,6.0,1.1,53.0
B0CW15T72S,18.0,119.99,999.99,,blackview,android 13.0,6.75,lcd,2024.0,16.0,,,,
B0DNDTMWJY,6000.0,135.99,329.99,128.0,ulefone,android 14,6.75,amoled,,8.0,16.78,7.74,0.91,217.0
B0BJFBHBW9,4000.0,226.42,499.99,,dpofirs,android 12.0,6.7,lcd,,,,,,
B06XCJP94G,2800.0,144.99,569.99,,samsung,android 7.0,4.99,lcd,2019.0,16.0,14.6,7.3,0.97,172.93
B0D2HLFLQD,11000.0,249.99,325.99,256.0,oukitel,android 14,6.6,lcd,2024.0,24.0,17.22,8.1,1.49,360.0
B0DSB4XGR8,3000.0,57.99,,,hyrich,android 9.0,5.0,lcd,,1.0,,,,
B0DFPYNS1Y,4300.0,79.99,99.99,64.0,oukitel,android 14,6.6,lcd,2024.0,8.0,,,,
B0DR8RHJ9T,5000.0,99.99,159.99,2000.0,oscal,android 14,6.56,lcd,2025.0,,,,,
B0DN5YTHZ9,,149.99,139.99,256.0,ulefone,android 14,6.78,lcd,2024.0,12.0,16.88,7.68,0.88,350.0
B0D4R89TZV,,209.49,218.98,,,,,,,,,,,
B0DFPZXW3P,4300.0,79.99,99.99,64.0,oukitel,android 14,6.6,lcd,2024.0,8.0,,,,
B0B1VCR3JY,5000.0,5.65,149.99,,,,,,,,13.0,12.0,10.0,192.0
B0D8TFQZRD,,119.99,,,,,,,,,,,,
B0DHHH14QT,5160.0,150.17,179.9,256.0,xiaomi,android,2.71,lcd,2024.0,8.0,171.9,77.0,8.2,500.0
B0DHRTYLC7,,109.99,129.99,,,,,,,,,,,
B0DCBZP92Z,5000.0,195.0,,,,,,amoled,,,16.3,7.57,0.77,530.0
B0D95SK41T,5000.0,386.0,429.0,,,,,amoled,,,16.17,7.63,0.85,190.0
B0CR44V59M,,308.68,318.0,,,,,,,,,,,
B0DG2ZTY46,4300.0,119.99,149.99,128.0,oukitel,android 14,6.52,lcd,2024.0,16.0,,,,
B0DJQDMYHD,5150.0,119.99,149.99,,doogee,android 14,6.56,lcd,2024.0,,16.38,7.58,0.86,186.0
B0C6HTJ8RQ,,152.89,239.99,,,,,lcd,,,16.86,7.63,0.82,30.0
B09MJMBS9X,3000.0,308.7,1299.0,,,,,oled,,,,,,
B0C5DG43KX,,142.0,,,,,,,,,,,,
B0CVQ7541Q,5000.0,390.0,460.48,,,,,,,,10.0,5.0,1.27,290.0
B0DN1557T5,5150.0,169.99,,256.0,oukitel,android 14.0 smartphone,6.56,lcd,2025.0,24.0,,,,
B08QXMSX7K,4000.0,369.99,379.99,,,,,superamoled,,8.0,15.17,7.12,0.79,169.0
B0D95CN6WH,3000.0,57.99,59.99,128.0,msmga,android 9.0,5.0,lcd,2024.0,16.0,,,,
B0CF2PV74C,5000.0,174.0,1299.0,256.0,motorola,android 13.0,6.5,lcd,2023.0,8.0,16.16,7.38,0.8,174.0
B0B4M3WX5F,,309.99,,,xiaomi,miui 12,6.0,amoled,2022.0,8.0,16.51,7.62,1.02,170.1
B0CQKD7NRS,5100.0,299.98,442.51,,xiaomi,android 13.0,6.67,amoled,2024.0,12.0,,,,
B0CQ88L871,5000.0,322.0,379.0,,,,,amoled,,12.0,16.17,7.63,0.85,190.0
B0D2W69J7G,6300.0,179.99,149.99,,doogee,,6.56,lcd,2024.0,,,,,
B0CLLX6C9M,5000.0,473.99,499.0,,,,,amoled,,12.0,,,,
B08PCFKLHM,,249.0,,,,,,oled,,,,,,
B0CW1TXB19,,189.98,247.14,,,,,,,,,,,
B0CYGF23T1,3000.0,57.99,59.99,,wrtogo,android 9.0,5.0,lcd,,1.0,,,,
B0D541RFGR,5000.0,199.0,239.0,,,,,superamoled,,,16.37,7.75,0.82,197.0
B0CS297MLL,,229.0,303.36,,,,,,,6.0,16.9,8.01,1.02,240.0
B0DNF58678,,114.97,139.0,,,,,,,,,,,
B0DCC1GLZZ,,219.0,,,,,,,,,,,,
B0D1KJX9S3,3700.0,149.99,199.99,,blackview,android 13.0,4.3,lcd,2024.0,8.0,,,,
B09MJR298V,2815.0,443.9,1299.0,,apple,ios 15,6.1,xdr,,,,,,
B0DBLWQL1R,5000.0,106.24,124.99,1024.0,umidigi,android 14,6.75,lcd,2024.0,4.0,16.7,7.7,0.79,189.0
B0D6GM4VQ6,5150.0,169.99,179.99,256.0,doogee,android 14,6.58,lcd,2024.0,8.0,17.27,8.0,1.1,450.0
B0CDGQ7BX8,3000.0,57.99,149.99,,wrtogo,android 9.0,5.0,lcd,,1.0,,,,
B0C5D2T5R2,,129.0,139.99,,,,,amoled,,6.0,18.0,9.0,6.0,40.0
B0D5DDPDV7,,21.84,,,,,,,,,,,,
B0DMT2FKS4,,109.0,119.99,,,,,,,,,,,
B0CNQ7J2WD,5000.0,1032.86,1299.0,,,,,,,,,,,
B0CF2PH6Z5,,,,,,,,,,,,,,
B0B1VD6323,5000.0,199.99,239.99,,,,,,,,16.54,7.69,0.84,192.0
B0D2DBNX7T,5000.0,199.9,999.99,,,,,,,8.0,,,,
B0CQJXXLQG,5000.0,224.99,286.09,,xiaomi,android 13.0,6.67,amoled,2024.0,8.0,16.1,7.4,0.79,188.0
B0DFMDRP6T,5000.0,191.0,269.0,,,,,amoled,,,16.3,7.57,0.77,370.0
B0DKT7LG4F,5500.0,349.0,349.0,,,,,,,,,,,
B08PCDP3LM,,449.0,,,,,,,,,,,,
B0DQY1C84Q,5000.0,99.99,329.99,128.0,ulefone,android 14,6.56,lcd,2025.0,8.0,16.32,7.52,0.92,300.0
B0DFP9QZQW,4300.0,99.99,,128.0,oukitel,android 14,6.52,lcd,2024.0,8.0,16.0,7.0,0.9,460.0
B0D8TJKYQW,4700.0,89.99,149.99,,oscal,android 13.0,6.52,lcd,2024.0,2.0,16.47,7.65,0.93,192.0
B08PCFMXN4,,340.79,1299.0,,,,,oled,,,,,,
B0CPXX5K3D,,399.0,1299.0,,xiaomi,android 10.0,6.67,amoled,2024.0,12.0,,,,
B07MJRQY64,800.0,24.9,54.98,,nokia,android 10,1.8,,2018.0,4.0,11.11,4.95,1.44,20.0
B0BZJM3742,,399.0,1299.0,,google,android 13.0,6.1,,,8.0,15.2,7.29,0.9,190.0
B0D7937X6N,10300.0,139.99,149.99,64.0,fossibot,android 14,6.74,lcd,2024.0,12.0,,,,
B0D3F61948,5000.0,159.99,999.99,,umidigi,android 14,6.75,lcd,2024.0,6.0,16.7,7.7,0.79,189.0
B0CTHXXX7V,5000.0,113.69,329.99,,motorola,android 14,6.6,lcd,2024.0,4.0,16.35,7.45,0.8,380.0
B08PCC2N1J,,249.0,1299.0,,,,,oled,,,,,,
B0DL2DC5Z6,5000.0,259.0,270.33,,realme,android,6.67,lcd,,12.0,,,,
B0CTHTJNKB,5000.0,126.99,1299.0,,motorola,android 14,6.6,lcd,2024.0,4.0,16.35,7.45,0.8,380.0
B0CPXZ9F5V,5000.0,199.9,1299.0,,,,,amoled,,12.0,,,,
B0CSGBN5X8,5000.0,169.99,11.99,256.0,xiaomi,android 13.0,6.67,amoled,2024.0,8.0,16.22,7.55,0.8,188.5
B0CPYKX9X8,5000.0,856.29,1299.0,,,,,amoled,,,18.4,9.8,6.1,500.0
B08LS9T2Q6,,175.14,,,,,,,,,,,,
B09J38P7CZ,800.0,48.99,48.99,,,,,,,32.0,10.9,5.8,1.9,108.0
B0CTHYTHFT,5000.0,329.99,449.9,,,,,amoled,,8.0,,,,
B0CVQ6SYFK,,298.0,,,,,,,,,,,,
B08PCCZB1H,,323.19,,,,,,,,,,,,
B09Q9ZVXZY,5000.0,164.99,1299.0,,,,,,,4.0,15.98,7.38,0.81,179.5
B0DNYZS9DV,5160.0,139.99,155.0,256.0,xiaomi,androide,6.88,lcd,2024.0,128.0,,,,
B09MJSL8MR,2815.0,369.0,1299.0,,apple,ios 15,6.1,xdr,2018.0,,,,,
B0BYMP9KZP,,215.0,235.0,,,,,,,,,,,
B0DL2NSH8Z,5000.0,270.33,1299.0,,realme,android,6.67,lcd,,12.0,,,,
B07PNL5STG,,17.99,26.99,,iniu,,,,,,13.21,6.86,1.27,198.0
B0DF54RNFX,,89.99,115.99,,suaat,android 14,10.0,,,,,,,
B0CYT9HFRF,,141.01,179.99,,tcl,android,6.56,,,,16.41,7.5,0.83,190.0
B0CT8TCT6F,,95.08,,,,,,,,,,,,
B0CVQKCPRT,,269.0,379.0,,,,,,,,,,,
B0DG5SB94T,8680.0,399.99,569.99,512.0,doogee,android 14,6.78,lcd,2024.0,32.0,18.36,8.15,1.58,383.0
B09MJRW2ZM,2815.0,419.0,89.99,,apple,ios 15,6.1,xdr,,,,,,
B0BYMPCWHN,,269.99,302.98,,,,,,,,,,,
B0977N1YK6,,259.0,,,,,,oled,,,,,,
B0CYYD213D,5000.0,112.0,1299.0,,,,,,,,18.0,9.0,5.5,550.0
B08PCDNC9W,,245.0,1299.0,,,,,oled,,,13.16,6.43,0.74,135.0
B0DB1JMM3P,5010.0,237.21,279.99,,,,,,,,16.45,7.54,0.9,192.0
B0D4SSH1FX,33.0,1999.0,1199.0,,,,,,,,18.3,9.1,3.7,370.0
B0DFMG5W1B,5000.0,199.0,1299.0,,,,,amoled,,,16.3,7.57,0.77,25.0
B0DP4FG72Q,5160.0,126.9,159.0,256.0,xiaomi,androide,6.74,amoled,2024.0,8.0,,,,
B0DJQJ23Q4,4700.0,99.99,159.99,,blackview,android 14,6.56,lcd,2025.0,4.0,,,,
B0CTHWKD95,,123.0,,,,,,,,,,,,
B0DCC3QKCR,5000.0,249.0,999.99,,,,,amoled,,,16.3,7.57,0.77,500.0
B0DRYSQTBN,6000.0,178.0,329.99,,realme,android,6.72,lcd,2024.0,,16.5,7.6,0.79,350.0
B0CNTS3S1H,42.0,109.98,149.99,,doogee,android,5.5,lcd,2024.0,8.0,16.2,7.78,1.62,390.0
B0DFPRT8V2,4300.0,75.99,99.99,64.0,oukitel,android 14,6.6,lcd,2024.0,8.0,,,,
B0CNSX68K8,5000.0,199.0,13.99,,,,,,,,16.0,10.0,3.0,100.0
B0B427JFKT,4200.0,89.99,,,doogee,android 12.0,6.0,lcd,2024.0,,,,,
B0D4M17HS6,3000.0,56.99,59.99,,msmga,android 9.0,5.0,lcd,,1.0,,,,
B0D8TCGKGN,10600.0,199.99,,256.0,oukitel,android 14,6.52,hd,2024.0,24.0,,,,
B0DK18KB59,5160.0,93.13,1299.0,,xiaomi,android,6.46,lcd,2023.0,8.0,,,,
B0CN13F65C,,129.99,,,,,,,,,16.8,7.78,0.88,195.0
B0DFGG12MG,5100.0,139.0,1299.0,,,,,lcd,,,16.57,7.6,0.77,186.0
B00VM0D0W2,5000.0,361.88,1299.0,,,,,amoled,,12.0,0.54,0.28,0.03,540.0
B0D47HKQJM,5110.0,239.99,329.0,,,,,amoled,,8.0,16.29,7.56,0.81,191.0
B0DGPQCDZW,,299.99,,,suaat,android 14,10.0,,,,17.0,12.0,0.8,480.0
B0DM282F1G,5100.0,209.0,999.99,,oppo,,6.67,lcd,2024.0,,,,,
B0BW67W2YP,,224.73,234.93,,,,,,,,,,,
B08QXJNJ3Q,4000.0,369.99,369.99,,,,,superamoled,,8.0,15.17,7.12,0.79,247.0
B0BYNS1RSX,,49.99,59.99,,,,,,,,,,,
B0892YG9QW,3340.0,199.0,,256.0,huawei,android,6.15,,,6.0,15.29,7.27,0.74,660.0
B0D3F7HQSS,5000.0,159.99,239.99,,umidigi,android 14,6.75,lcd,2024.0,6.0,,,,
B0CMJL12C7,5000.0,230.91,999.99,,,,,amoled,,8.0,,,,
B0CR13BPBT,,,,,,,,,,,,,,
B0CLLW4Q5K,5000.0,367.95,399.0,,,,,amoled,,12.0,,,,
B0D2HBDDYH,5150.0,99.99,129.99,128.0,oukitel,android 14,6.8,lcd,2024.0,18.0,16.8,7.8,0.94,209.0
B0CMGRFD4Y,6300.0,145.99,999.99,128.0,oukitel,android 14,2.36,lcd,2024.0,12.0,16.4,8.15,1.54,600.0
B0CNVFR3RT,4200.0,66.49,69.99,,doogee,android 13.0,6.52,lcd,2024.0,9.0,16.5,7.6,0.91,187.0
B0D1GWYH9X,5000.0,89.73,1299.0,,,,,,,3.0,18.0,9.0,4.0,370.0
B0DPN2THGT,,249.99,499.99,,,,,,,,,,,
B0CTJ14LYK,,339.99,449.9,,,,,,,,,,,
B0CRF77622,5000.0,179.99,249.0,,,,,,,,16.16,7.38,0.8,182.0
B0DHZ76JGF,5000.0,79.99,82.99,128.0,realme,android,6.74,lcd,2024.0,3.0,16.71,7.65,0.76,394.0
B09MJR5TDJ,,468.0,,,,,,,,,,,,
B0CW91V2LM,6000.0,199.99,199.99,256.0,blackview,android 13.0,6.75,lcd,2024.0,8.0,16.1,7.7,1.5,300.0
B0DG6DR296,5160.0,134.99,169.9,,,,,,,,,,,
B08QXQK357,4800.0,389.0,399.99,,,,,amoled,,8.0,16.15,7.56,0.78,304.0
B09MJTK6HR,2815.0,486.77,,,apple,ios 15,6.1,xdr,,,,,,
B0CN11GSWM,20.0,89.99,199.99,,doogee,android 13.0,6.52,lcd,2024.0,,16.58,7.62,0.91,193.0
B0CPXXKH23,5000.0,179.85,999.99,,,,,amoled,,12.0,16.1,7.49,0.79,500.0
B0CBSCBNR7,3600.0,185.19,999.99,,,,,amoled,,8.0,16.0,7.32,0.79,183.5
B08PCD77DV,4.0,245.0,1299.0,,,,,,,,14.97,8.23,2.83,229.0
B0DNJZBNRD,5000.0,179.0,199.0,,,,,,,,,,,
B0DG2XNT7N,4300.0,119.99,239.99,128.0,oukitel,android 14,6.52,lcd,2024.0,16.0,,,,
B0DQ45564Y,5000.0,219.0,249.0,,,,,,,,,,,
B0DD7NNBM4,15500.0,229.99,289.99,256.0,doogee,android 14,6.56,lcd,2024.0,20.0,17.41,8.12,2.07,269.0
B0D6GM1GJD,,57.99,59.99,,,,,,,,,,,
B0DKNSPTTS,5000.0,299.0,329.0,,,,,,,,16.32,7.59,0.79,190.0
B09MJQQ5GS,2815.0,378.0,,,apple,ios 15,6.1,xdr,2018.0,,,,,
B0CNQ7VJ6H,5000.0,872.03,1299.0,,,,,,,,,,,
B0CP17MZ5X,,,,,,,,,,,,,,
B0D95CMS4W,,57.99,,,,,,,,,,,,
B0DLG8TGS9,,106.24,124.99,,,,,,,,,,,
B071HTGC1R,1200.0,55.0,89.99,,nokia,no operating system,,lcd,2017.0,32.0,11.56,5.1,1.28,60.0
B0BTPFDYNM,,114.0,134.89,,,,,,,,,,,
B0DPFXGKCD,,199.99,329.99,,oscal,android 14,6.67,lcd,2024.0,,16.48,7.56,0.87,550.0
B0CNKKTKL7,5000.0,547.8,1299.0,,xiaomi,android 13.0,,amoled,2024.0,12.0,,,,
B0C32PFLF8,18.0,112.22,122.01,,xiaomi,android 14,,lcd,2024.0,8.0,17.19,7.78,0.82,200.0
B0CGJJZD1P,,119.0,137.67,,xiaomi,android,6.79,lcd,2023.0,4.0,,,,
B0CGVTTZ7B,5025.0,619.25,,,,,,oled,,12.0,16.26,7.65,0.88,211.0
B0CV7XZZNG,5000.0,999.0,1299.0,,,,,,,,12.68,12.52,11.42,200.0
B0D2QHF5X4,5000.0,219.0,1299.0,256.0,vivo,android 14,6.67,amoled,2024.0,8.0,16.32,7.58,0.78,185.5
B0DJ35H4MF,,420.0,,,,,,,,,,,,
B0CNQ974BZ,5000.0,899.0,999.0,,,,,,,,,,,
B0D9LQ7KD5,5030.0,149.99,1299.0,,xiaomi,"android 14, hyperos",6.67,amoled,2024.0,8.0,,,,
B0DKDSXRBS,,198.99,,256.0,oppo,,2.63,,2024.0,8.0,,,,
B0CQQ18GQ2,,279.99,20.01,,,,,,,,,,,
B0DPHSL9FP,,218.59,299.0,,,,,,,,,,,
B0D5CWSQJD,5000.0,129.99,149.99,,umidigi,android 14,6.75,lcd,2024.0,6.0,16.7,7.7,0.79,390.0
B0C5Y53G65,4500.0,194.99,299.0,,,,,,,8.0,50.0,50.0,28.0,179.0
B0CQKGMRMM,5100.0,379.99,10.0,,xiaomi,android 13.0,6.67,amoled,2024.0,12.0,,,,
B0DK3R64PY,5000.0,79.99,89.99,,ulefone,android 14 go,6.56,lcd,2024.0,6.0,16.32,7.52,0.87,250.0
B0DHZ44FHF,,299.0,,,,,,,,,,,,
B0DLP55HCZ,10300.0,169.99,219.99,,doogee,android 14,6.6,lcd,2024.0,,17.4,8.12,1.58,326.0
B0CXPYTGX4,3600.0,230.94,1299.0,,,,,amoled,,,16.16,7.47,0.75,177.0
B0D8LH33XB,5500.0,469.0,499.0,,,,,amoled,,12.0,16.26,7.5,0.8,199.5
B0CC32DV6P,5000.0,136.4,1199.0,128.0,motorola,android 13.0,6.5,lcd,2023.0,4.0,16.15,7.38,0.8,177.2
B0DR8X2Y1Z,5000.0,99.99,159.99,,oscal,android 14,6.56,lcd,2025.0,,,,,
B0DKP63HXT,5500.0,239.9,239.9,,,,,,,,,,,
B0DNYZ58R1,5160.0,134.27,139.0,256.0,xiaomi,androide,6.74,amoled,2024.0,8.0,,,,
B0DFWQWSSC,5000.0,179.2,1299.0,,,,,lcd,,,,,,
B0CLLWJ418,5000.0,311.58,999.99,,,,,amoled,,12.0,,,,
B0DCNRR93M,15500.0,194.03,289.99,256.0,doogee,android 14,6.56,lcd,2025.0,,28.0,20.0,6.0,430.0
B0CNTNT6P8,6300.0,109.98,149.99,,doogee,android 13.0,5.5,lcd,2024.0,8.0,16.2,7.78,1.62,390.0
B0DP72PCZ3,,37.99,,,shieldon,,6.3,,,,15.2,7.4,1.7,85.0
B0D8LJ2MZM,,468.98,499.0,,,,,,,,,,,
B0CX2G43YF,5000.0,229.0,,,,,,,,,17.0,7.0,7.0,180.0
B0CKLTZRX7,5000.0,97.58,1299.0,,,,,,,8.0,16.15,7.38,0.8,175.0
B0D943P449,10800.0,179.99,189.99,,doogee,android 14,6.58,amoled,2024.0,20.0,,,,
B0B8PBZC8S,,169.0,217.66,128.0,xiaomi,android,40.55,amoled,2022.0,8.0,15.9,7.4,0.7,173.0
B0DBZJYD2T,10100.0,299.99,379.99,,doogee,android 14,6.72,amoled,2024.0,20.0,,,,
B0CMGM6642,6300.0,149.99,999.99,,oukitel,android 14,2.36,lcd,2024.0,12.0,16.4,8.15,1.54,590.0
B0DG6LN2BH,5160.0,169.9,169.9,,,,,,,,,,,
B0DNK43C2P,5000.0,179.0,199.0,,,,,,,,,,,
B0CQ499V98,10600.0,159.99,379.99,256.0,cubot,android 13.0,6.52,lcd,2024.0,12.0,,,,
B07NS5QPJM,3000.0,97.89,1299.0,400.0,samsung,android,5.8,amoled,2018.0,4.0,147.7,68.71,8.51,199.58
B0CQHTLPFC,5000.0,179.9,1299.0,,,,,amoled,,8.0,16.11,7.49,0.76,174.0
B0D5B6PR4C,,299.98,299.98,,,,,,,,,,,
B0DLGR3WYC,5110.0,279.99,299.9,,,,,,,,,,,
B08PCB8QCV,4.0,343.0,,,,,,oled,,,14.68,7.14,0.74,189.0
B0BW68WVK3,3600.0,82.0,87.65,,,,,lcd,,,,,,
B0CTHYMB3H,5000.0,245.9,245.9,,,,,,,8.0,,,,
B07QZN6DGK,3400.0,119.89,,512.0,samsung,android 9.0,6.2,lcd,2019.0,2.0,10.0,10.0,10.0,166.0
B0D3QCFYP2,19.0,179.99,249.99,2048.0,ulefone,android 13.0,6.78,lcd,2024.0,12.0,16.88,7.68,0.88,211.6
B0DDTRLXM6,8680.0,569.99,329.99,512.0,doogee,android 14,6.78,lcd,2024.0,12.0,18.37,8.39,1.58,383.0
B0D2RTDNLB,5000.0,6.99,,,,,,,,,16.35,7.45,0.8,181.0
B0D8QCWYC5,10800.0,179.99,189.99,,doogee,android 14,6.58,amoled,2024.0,,17.85,8.31,1.79,630.0
B0DP6YY4JW,,37.99,,,shieldon,,6.1,,,,14.9,7.5,1.7,80.0
B0CCW6FBLS,5000.0,235.0,399.0,,,,,oled,,12.0,15.96,7.2,0.78,170.0
B0CCYPD7MS,5000.0,234.99,299.0,,,,,,,,16.0,7.4,0.8,160.0
B09QH4B1Q5,5000.0,329.98,449.0,,,,,superamoled,,6.0,15.95,7.47,0.81,310.0
B0CFV31YBL,5150.0,89.99,119.99,,oukitel,android 14,6.56,lcd,2023.0,12.0,16.37,7.54,0.92,199.0
B0DHZ6LBT8,5000.0,79.99,86.99,128.0,realme,android,6.74,lcd,2024.0,3.0,16.71,7.65,0.76,360.0
B0CC2W7JVH,5000.0,107.16,149.99,128.0,motorola,android 13.0,6.5,lcd,2023.0,4.0,16.15,7.38,0.8,177.2
B0D83KY2ZB,,332.92,332.92,,,,,,,,,,,
B0CQJRHSDR,,231.53,1299.0,,,,,,,,,,,
B0C6K9BCXF,,179.0,999.99,,,,,,,,,,,
B0CCYT8Q2X,5000.0,244.99,299.0,,,,,,,,15.98,7.44,0.76,160.0
B0DBVB3K5C,5000.0,198.0,198.0,256.0,motorola,android 12.0,6.67,oled,2023.0,8.0,16.19,7.31,0.76,170.0
B0CX272D4J,,229.0,,,,,,,,,,,,
B09QS7K6CP,,156.99,156.99,,,,,,,,,,,
B0CH9YRDCC,5000.0,169.0,499.99,,,,,oled,,6.0,16.56,7.6,0.8,192.0
B0DFGG8WRX,5100.0,139.0,139.0,,,,,lcd,,,16.57,7.6,0.77,186.0
B0DMP6PMTB,5910.0,1249.0,,,,,,,,,,,,
B0CNKHZFPN,5100.0,304.99,499.99,,xiaomi,android 13.0,,amoled,2024.0,8.0,,,,
B0D8TCYZGD,10600.0,149.99,199.99,256.0,oukitel,android 14,6.52,hd,2024.0,24.0,,,,
B0BZJLDPN2,,999.0,499.99,,google,android 13.0,,,,8.0,15.2,7.29,0.9,190.0
B08PCCM1GC,,343.99,,,,,,oled,,,,,,
B0BZJK1ZTY,,328.3,999.99,,google,android 13.0,6.1,,,8.0,15.2,7.29,0.9,194.0
B08QXKJGDG,4000.0,369.0,369.0,,,,,superamoled,,8.0,15.17,7.12,0.79,169.0
B0DLGVSDL8,5110.0,279.99,299.9,,,,,,,,,,,
B0DCC3FQJ3,,219.0,10.0,,,,,,,,,,,
B0CXPW466P,5000.0,84.0,94.0,128.0,xiaomi,android 13.0,6.71,lcd,2024.0,4.0,,,,
B0DN159HMH,5150.0,169.99,,256.0,oukitel,android 14.0 smartphone,6.56,lcd,2025.0,24.0,,,,
B0CY55HJNM,5150.0,89.99,129.99,128.0,doogee,android 14,6.56,lcd,2024.0,9.0,16.38,7.58,0.86,186.0
B0DJV1HBJB,3000.0,56.99,59.99,,msmga,android 9.0,5.0,lcd,,1.0,,,,
B09MJV1MZG,2815.0,369.0,549.0,,apple,ios 15,6.1,xdr,2018.0,,,,,
B0DF53WQ2P,,89.99,115.99,,suaat,android 14,10.0,,,,17.0,12.0,0.8,480.0
B0BMLW1BTG,4355.0,239.0,499.99,128.0,google,android 13.0,6.3,oled,2022.0,8.0,19.55,7.32,0.87,195.5
B0CSG7MM7L,,167.0,1199.0,,,,,,,,,,,
B09QH5NB1Z,5000.0,329.99,449.0,,,,,superamoled,,6.0,15.95,7.47,0.81,190.0
B0D8TDLW99,,89.99,1199.0,,,,,,,,,,,
B0DM5HJKRY,10600.0,139.99,1199.0,,oukitel,android 14,6.52,lcd,2025.0,,,,,
B0CBDZ5NGK,4400.0,139.99,146.99,128.0,ulefone,android 13.0,6.52,amoled,,4.0,16.5,7.64,0.87,184.0
B09Q1VZ3KK,1000.0,62.0,569.99,,hipipooo,android 8.1,2.5,lcd,2025.0,2.0,,,,
B0CG196RT9,18.0,149.99,169.99,128.0,blackview,android 14,6.56,lcd,2024.0,18.0,17.4,1.93,0.82,438.0
B0CM45HWHC,5200.0,119.95,999.99,,,,,,,,,,,
B0DF8331S3,5100.0,199.0,499.99,,,,,lcd,,,16.58,7.61,0.77,200.0
B0DB82T9RS,8680.0,499.99,639.99,512.0,doogee,androide 14,6.78,lcd,2024.0,36.0,18.37,8.39,1.63,383.0
B0DR8D6RYQ,10800.0,279.99,329.99,512.0,doogee,android 14,6.6,lcd,2025.0,32.0,17.85,8.31,1.79,379.0
B0BXSMBVJF,5130.0,128.48,179.0,,,,,,,4.0,,,,
B0C1FJBG8P,10600.0,159.99,,,fossibot,android 13.0,5.45,lcd,,15.0,75.57,7.62,2.03,610.0
B0CLL5GTDW,10600.0,139.99,149.99,64.0,fossibot,android 13.0,5.45,amoled,2018.0,7.0,15.57,7.62,2.03,350.0
B0DHRSYD7V,5100.0,99.99,129.99,128.0,cubot,android 14,6.75,lcd,2024.0,12.0,,,,
B0CQLPRTFN,5000.0,189.0,1299.0,256.0,xiaomi,android 13.0,6.67,amoled,2024.0,8.0,16.1,7.49,0.79,500.0
B0D5D5Z1H2,5000.0,84.99,99.99,,umidigi,androide 14 go,6.75,lcd,2024.0,4.0,16.7,7.7,0.79,189.0
B0DD9TGXLF,4500.0,99.9,549.0,,honor,android 14,6.56,lcd,,4.0,,,,
B0DHRZTPTQ,5150.0,129.99,329.99,256.0,oukitel,android 13.0,6.7,hd+,2024.0,24.0,,,,
B0CDGH35BB,5000.0,174.89,499.99,,,,,lcd,,8.0,16.86,7.63,0.82,198.5
B08VNWR1MR,5000.0,199.98,499.99,,,,,,,3.0,16.4,7.58,0.89,205.0
B09J4YTH9N,10000.0,199.0,,,oukitel,android 11.0,6.52,lcd,2022.0,8.0,17.02,7.79,1.59,610.0
B0CQJSFRPR,5000.0,160.01,,,,,,amoled,,8.0,16.12,7.42,0.8,190.0
B0CGVNVD8R,4575.0,431.04,999.99,,,,,oled,,8.0,15.05,7.08,0.89,187.0
B0CSFYBGG1,6320.0,220.98,569.99,,,,,,,,,,,
B0D4DYWF3H,,529.0,499.99,512.0,honor,android 14,6.78,oled,2024.0,12.0,,,,
B06XW81R9G,3500.0,219.98,149.99,256.0,samsung,android,6.2,amoled,2017.0,4.0,15.5,7.3,0.8,173.0
B0B59RCLJZ,2200.0,104.47,499.99,,ciciglow,android 6.0,5.0,lcd,,,,,,
B0B82BH283,2900.0,52.99,999.99,,qrzrq,android 9.0,5.0,lcd,,1.0,,,,
B0C33QTNDX,6580.0,159.99,499.99,64.0,blackview,android 12.0,6.1,amoled,2021.0,4.0,16.15,7.76,1.5,273.0
B0DJL3RGDC,5000.0,98.68,2.73,,,,,,,,12.68,12.52,11.42,500.0
B0CMQQN97D,600.0,25.99,499.99,,ttfone,ttfone,1.8,lcd,2023.0,32.0,,,,
B0D4TPXNNG,6000.0,179.99,999.99,256.0,blackview,android 13.0,6.75,amoled,,8.0,16.78,7.74,0.91,214.0
B09Q4DRPZM,4500.0,499.98,519.99,,,,,superamoled,,,15.74,7.58,0.76,195.0
B0DQKWX5MP,5150.0,260.0,,256.0,oukitel,android 14,6.7,amoled,2025.0,24.0,16.24,7.62,0.82,490.0
B0CZXTCJH4,5000.0,296.9,296.9,,,,,superamoled,,,12.68,12.52,11.42,340.0
B0CN12K224,,244.99,343.02,,,,,amoled,,,16.0,8.0,3.0,197.0
B0D7HZ6Z8P,10600.0,169.99,499.99,256.0,oukitel,android 13.0,6.52,lcd,2024.0,12.0,17.22,8.07,1.71,680.0
B0CZP3861L,5000.0,279.0,748.0,,,,,,,,16.0,7.44,0.76,179.9
