ano,almacenamiento,marca,pantalla_in,pantalla_tipo,velocidad_cpu_ghz,ram,grosor,peso,ancho_px,alto_px,bateria,promedio_valoraciones,precio_anterior,precio_actual,z_score,anomaly,cluster,mahalanobis
2024.0,256.0,xiaomi,6.67,amoled,3.2,8.0,2.57,254.42,1500.0,750.0,5110.0,58.83720930232558,299.9,279.99,0.2278538558543342,1,-1,1.7821521785507675
2024.0,128.0,blackview,6.56,amoled,2.0,8.0,0.87,193.0,1080.0,2400.0,4480.0,91.8421052631579,199.99,159.99,-0.3000936434135645,1,2,1.3176613321208654
2024.0,256.0,oppo,6.67,amoled,3.1,8.0,2.57,254.42,1080.0,2280.0,5000.0,1.1904761904761905,349.0,249.0,0.09151141416839932,1,0,0.926880089054315
2024.0,256.0,oppo,6.7,amoled,2.6,8.0,2.57,254.42,1080.0,2400.0,5000.0,5.348837209302326,329.0,319.0,0.3994807887413402,1,0,1.0067637629446373
2024.0,256.0,xiaomi,6.67,amoled,2.5,8.0,2.57,254.42,1080.0,2400.0,5000.0,122.72727272727272,449.9,329.99,0.44783198054929196,1,0,1.1774842425629246
2024.0,256.0,xiaomi,6.67,amoled,3.1,8.0,0.8,190.0,1080.0,2400.0,5000.0,95.68181818181816,245.0,245.0,0.07391316419280271,1,3,1.2469731890136353
2024.0,128.0,oppo,6.56,lcd,2.0,4.0,0.82,250.0,1080.0,2400.0,3600.0,66.44444444444444,199.99,95.62,-0.5832934811458531,1,-1,1.4684049174683083
2024.0,256.0,huawei,6.7,amoled,3.1,8.0,0.84,199.0,1080.0,2400.0,5000.0,28.181818181818183,279.0,259.0,0.13550703910739087,1,3,1.1909809769664899
2024.0,128.0,ulefone,6.56,lcd,4.3,6.0,0.87,250.0,1280.0,720.0,5000.0,22.75,89.99,79.99,-0.652058642925497,1,-1,1.997313309180311
2024.0,256.0,doogee,5.5,lcd,1.6,8.0,1.62,262.0,1080.0,1920.0,6300.0,8.444444444444445,159.99,119.99,-0.47607614316953073,1,-1,1.1562742070848768
2024.0,128.0,xiaomi,6.55,amoled,2.5,8.0,0.68,159.0,1080.0,2400.0,4250.0,12.195121951219512,499.99,380.0,0.6678541008691887,1,-1,1.960868013766509
2024.0,256.0,samsung,6.67,lcd,2.9,8.0,2.57,254.42,1080.0,2400.0,5000.0,1.1904761904761905,1.0,199.0,-0.12846671052655845,1,-1,1.7961949927470722
2024.0,256.0,doogee,6.56,lcd,2.8,8.0,2.57,254.42,1080.0,2400.0,6300.0,12.5,179.99,179.99,-0.21210239353558136,1,0,1.1894978211542413
2024.0,128.0,motorola,6.5,lcd,2.4,8.0,0.8,175.0,1080.0,2400.0,5000.0,125.23809523809524,499.99,99.46,-0.5663991611692804,1,-1,2.4205011135303036
2024.0,128.0,oscal,6.52,lcd,1.6,4.0,0.93,192.0,1280.0,720.0,4700.0,47.27272727272727,89.99,89.99,-0.6080630179865055,1,-1,2.1758678428266007
2024.0,256.0,samsung,6.5,superamoled,3.1,4.0,2.57,254.42,1080.0,2400.0,5000.0,35.0,199.99,255.44,0.11984459662910987,1,0,1.272420915546977
2024.0,128.0,motorola,6.56,amoled,2.5,4.0,0.8,181.0,1080.0,2400.0,5000.0,31.395348837209305,499.99,380.0,0.6678541008691887,1,-1,1.939296731901984
2024.0,256.0,samsung,6.67,amoled,1.0,8.0,2.57,254.42,1080.0,2340.0,5000.0,10.434782608695652,473.34,390.0,0.7118497258081803,1,0,1.237976872774266
2024.0,128.0,samsung,6.2,superamoled,2.8,8.0,0.79,247.0,1080.0,2400.0,4000.0,35.0,369.99,369.99,0.6238144803052582,1,-1,1.5443795451220286
2024.0,256.0,oscal,6.75,lcd,1.0,16.0,0.87,195.0,1080.0,2400.0,5180.0,18.636363636363637,199.99,139.99,-0.38808489329154755,1,5,1.5803915867431044
2024.0,256.0,oukitel,6.6,fhd+,2.0,24.0,2.57,254.42,1080.0,2400.0,5150.0,9.26829268292683,109.99,109.99,-0.5200717681085223,1,-1,2.0923940447539087
2024.0,64.0,ulefone,6.52,lcd,2.2,6.0,1.35,300.0,1080.0,2400.0,4000.0,7.209302325581396,149.99,135.99,-0.4056831432671442,1,-1,1.7427747141743621
2024.0,256.0,oppo,6.67,amoled,2.4,8.0,0.77,200.0,1080.0,2400.0,5000.0,24.35897435897436,199.99,238.99,0.04747179360446882,1,3,1.2810546441519481
2024.0,128.0,xiaomi,6.74,lcd,4.2,4.0,2.57,254.42,1080.0,2400.0,5000.0,111.02564102564102,87.0,78.9,-0.656854166043847,1,6,1.4438799460322445
2024.0,256.0,oppo,6.72,amoled,2.2,8.0,0.82,192.0,1080.0,2400.0,5000.0,99.04761904761904,399.0,269.0,0.17950266404638243,1,3,1.3485111728436194
2024.0,128.0,oukitel,6.8,lcd,1.6,18.0,0.94,209.0,720.0,1600.0,5150.0,317.7272727272727,239.99,129.99,-0.4320805182305391,1,-1,1.9338594208193867
2024.0,256.0,oppo,6.67,amoled,2.0,12.0,0.75,178.0,1080.0,2412.0,5000.0,8.095238095238095,449.0,345.0,0.5138694135827182,1,-1,1.5490063420075397
2024.0,256.0,oppo,6.67,amoled,3.4,8.0,2.57,254.42,1080.0,2400.0,5000.0,2.291666666666667,199.99,299.0,0.3114895388633571,1,0,1.2092704899458109
