_id,IQR,Z-Score,Isolation Forest,DBSCAN,Mahalanobis,Total
B0866BJTL9,1.0,0.0,0.0,0.0,0.0,1.0
B08778JXCT,0.0,0.0,0.0,1.0,0.0,1.0
B07WGP3R5Z,1.0,0.0,0.0,0.0,0.0,1.0
B0DQDD94KN,1.0,0.0,0.0,0.0,0.0,1.0
B0BZRSGGWV,1.0,0.0,0.0,0.0,0.0,1.0
B0DHZZ67HX,0.0,0.0,0.0,1.0,0.0,1.0
B0DJ71YMXR,1.0,0.0,0.0,0.0,0.0,1.0
B0BW68WVK3,0.0,0.0,0.0,1.0,0.0,1.0
B0C6K9BCXF,1.0,0.0,0.0,0.0,0.0,1.0
B0CBDV7J57,0.0,0.0,0.0,1.0,0.0,1.0
B0CBDZ5NGK,1.0,0.0,0.0,0.0,0.0,1.0
B0BXSMBVJF,1.0,0.0,0.0,0.0,0.0,1.0
B0DG64L8QX,1.0,0.0,0.0,0.0,0.0,1.0
B0DG6DR296,1.0,0.0,0.0,0.0,0.0,1.0
B0DGXZK6LX,1.0,0.0,0.0,0.0,0.0,1.0
B0CCW6FBLS,0.0,0.0,0.0,1.0,0.0,1.0
B0DJW4XKNW,0.0,0.0,0.0,1.0,0.0,1.0
B0DK3R64PY,0.0,0.0,0.0,1.0,0.0,1.0
B0DKFNHRVQ,0.0,0.0,0.0,1.0,0.0,1.0
B0BJFBHBW9,0.0,0.0,0.0,1.0,0.0,1.0
B0BJFBW7T5,1.0,0.0,0.0,0.0,0.0,1.0
B0BLYSJHG3,0.0,0.0,0.0,1.0,0.0,1.0
B0CJ9QRVT7,1.0,0.0,0.0,0.0,0.0,1.0
B0DFMN3X6C,1.0,0.0,0.0,0.0,0.0,1.0
B0DFMP95HF,1.0,0.0,0.0,0.0,0.0,1.0
B0DFWQWSSC,1.0,0.0,0.0,0.0,0.0,1.0
B0DG64KMM6,1.0,0.0,0.0,0.0,0.0,1.0
B0CKLTZRX7,0.0,0.0,0.0,1.0,0.0,1.0
B0DFC9GZHN,0.0,0.0,0.0,1.0,0.0,1.0
B0DFGS5NFN,0.0,0.0,0.0,1.0,0.0,1.0
B0CHVBHCFS,1.0,0.0,0.0,0.0,0.0,1.0
B0CN12J4Y2,1.0,0.0,0.0,0.0,0.0,1.0
B0CN12K224,0.0,0.0,0.0,1.0,0.0,1.0
B0CN13CLQF,0.0,0.0,0.0,1.0,0.0,1.0
B0CN2TJYL6,0.0,0.0,0.0,1.0,0.0,1.0
B0DCC3FQJ3,0.0,0.0,0.0,1.0,0.0,1.0
B0CMBMGNF5,1.0,0.0,0.0,0.0,0.0,1.0
B0DKTJ22QN,1.0,0.0,0.0,0.0,0.0,1.0
B0DL48WY7G,1.0,0.0,0.0,0.0,0.0,1.0
B0DL8VX17R,1.0,0.0,0.0,0.0,0.0,1.0
B0CPPFD4RL,0.0,0.0,0.0,1.0,0.0,1.0
B0CPT9XDS7,1.0,0.0,0.0,0.0,0.0,1.0
B0CPXX5K3D,0.0,0.0,0.0,1.0,0.0,1.0
B0CMRRKV79,1.0,0.0,0.0,0.0,0.0,1.0
B0D8TDJ1DB,0.0,0.0,0.0,1.0,0.0,1.0
B0D8TDLW99,0.0,0.0,0.0,1.0,0.0,1.0
B0D8TFQZRD,0.0,0.0,0.0,1.0,0.0,1.0
B0D8TJKYQW,0.0,0.0,0.0,1.0,0.0,1.0
B0D8Y5VQRR,0.0,0.0,0.0,1.0,0.0,1.0
B0CP184K7G,1.0,0.0,0.0,0.0,0.0,1.0
B0CP18P9W7,1.0,0.0,0.0,0.0,0.0,1.0
B0DLGR3WYC,0.0,0.0,0.0,1.0,0.0,1.0
B0DLGVSDL8,0.0,0.0,0.0,1.0,0.0,1.0
B0CQJXXLQG,0.0,0.0,0.0,1.0,0.0,1.0
B0CQJY9JYT,0.0,0.0,0.0,1.0,0.0,1.0
B0D89ZJR78,0.0,0.0,0.0,1.0,0.0,1.0
B0D8BFFTNW,0.0,0.0,0.0,1.0,0.0,1.0
B0D8LH33XB,0.0,0.0,0.0,1.0,0.0,1.0
B0D8LJ2MZM,0.0,0.0,0.0,1.0,0.0,1.0
B0D8TCDJ97,0.0,0.0,0.0,1.0,0.0,1.0
B0D8TCWWMK,0.0,0.0,0.0,1.0,0.0,1.0
B0CQKDDCVK,1.0,0.0,0.0,0.0,0.0,1.0
B0CR16WJH9,0.0,0.0,0.0,1.0,0.0,1.0
B0CQ32CLZQ,0.0,0.0,0.0,1.0,0.0,1.0
B0D5YN21S1,1.0,0.0,0.0,0.0,0.0,1.0
B0D5YN35XL,1.0,0.0,0.0,0.0,0.0,1.0
B0CS3VWCC4,1.0,0.0,0.0,0.0,0.0,1.0
B0CT8QRFJ4,0.0,0.0,0.0,1.0,0.0,1.0
B0CT8S7NC8,0.0,0.0,0.0,1.0,0.0,1.0
B0B1PTV7ST,0.0,0.0,0.0,1.0,0.0,1.0
B0DMCZGN9M,0.0,0.0,0.0,1.0,0.0,1.0
B0CVQ6SYFK,0.0,0.0,0.0,1.0,0.0,1.0
B0CVQ7DDS3,0.0,0.0,0.0,1.0,0.0,1.0
B0CVX7S16Z,0.0,0.0,0.0,1.0,0.0,1.0
B0D4MFT832,0.0,0.0,0.0,1.0,0.0,1.0
B0D4TPXNNG,0.0,0.0,0.0,1.0,0.0,1.0
B0D54D58Q4,0.0,0.0,0.0,1.0,0.0,1.0
B0D5DC933P,0.0,0.0,0.0,1.0,0.0,1.0
B0D5RDYHSZ,0.0,0.0,0.0,1.0,0.0,1.0
B09Q4DRPZM,0.0,0.0,0.0,1.0,0.0,1.0
B0DNDTMWJY,0.0,0.0,0.0,1.0,0.0,1.0
B0DNF2251L,0.0,0.0,0.0,1.0,0.0,1.0
B0DNK43C2P,1.0,0.0,0.0,0.0,0.0,1.0
B0DNYZ58R1,1.0,0.0,0.0,0.0,0.0,1.0
B0DNZ1Y4LG,1.0,0.0,0.0,0.0,0.0,1.0
B09775ZTJ5,0.0,0.0,0.0,1.0,0.0,1.0
B0CXJ9XSVZ,0.0,0.0,0.0,1.0,0.0,1.0
B0D3F61948,0.0,0.0,0.0,1.0,0.0,1.0
B0D3F7HQSS,0.0,0.0,0.0,1.0,0.0,1.0
B0CTMM8S86,0.0,0.0,0.0,1.0,0.0,1.0
B0CV7XZZNG,0.0,0.0,0.0,1.0,0.0,1.0
B0CYCGR52W,1.0,0.0,0.0,0.0,0.0,1.0
B0D1VKLSDM,0.0,0.0,0.0,1.0,0.0,1.0
B0D2QFYJTQ,0.0,0.0,0.0,1.0,0.0,1.0
B0D2RQ8R19,0.0,0.0,0.0,1.0,0.0,1.0
B0D2RTDNLB,0.0,0.0,0.0,1.0,0.0,1.0
B0CW1TXB19,1.0,0.0,0.0,0.0,0.0,1.0
B0CZTTDTC7,0.0,0.0,0.0,1.0,0.0,1.0
B0CZXTB5M6,0.0,0.0,0.0,1.0,0.0,1.0
B0CXJDX8XY,0.0,0.0,0.0,1.0,0.0,1.0
B0CXTCNJM7,1.0,0.0,0.0,0.0,0.0,1.0
B0DPHBX2Q9,1.0,0.0,0.0,0.0,0.0,1.0
B08QXJNJ3Q,0.0,0.0,0.0,1.0,0.0,1.0
B08QXQK357,0.0,0.0,0.0,1.0,0.0,1.0
B08VNWR1MR,0.0,0.0,0.0,1.0,0.0,1.0
B0948CVYTX,0.0,0.0,0.0,1.0,0.0,1.0
